SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season,possessions_estimate,net_rating_estimate,game_number,rolling_net_rating
2010-11,1610612748,MIA,Miami Heat,21001142,2011-04-03,MIA @ NJN,W,48.0,42,75,0.56,5,15,0.333,19,32,0.594,8,42,50,22,15.0,5,4,0,23,25,108,14.0,1,1,1,1,5,13,46,9,49,58,45,51,22,81,52,2,3,23,45,59,51,1,64,14,24,22,,regular,Miami Heat 2010-11,2010-11,96.08,14.57119067443797,77,8.033923973937238
2010-11,1610612748,MIA,Miami Heat,21001164,2011-04-06,MIA vs. MIL,L,48.0,30,74,0.405,8,23,0.348,17,21,0.81,12,31,43,14,16.0,6,6,4,15,16,85,-5.0,1,59,59,59,5,77,52,75,22,13,44,57,64,21,15,53,37,73,52,44,23,53,4,74,78,69,,regular,Miami Heat 2010-11,2010-11,87.24,-5.731315910132967,78,8.639532202898225
2010-11,1610612748,MIA,Miami Heat,21001182,2011-04-08,MIA vs. CHA,W,48.0,39,69,0.565,3,9,0.333,31,35,0.886,5,29,34,26,16.0,7,4,4,20,25,112,9.0,1,1,1,1,5,26,75,8,71,78,45,8,16,7,76,56,75,11,52,32,51,53,33,14,16,36,,regular,Miami Heat 2010-11,2010-11,95.4,9.433962264150942,79,7.260947005164712
2010-11,1610612748,MIA,Miami Heat,21001194,2011-04-10,MIA vs. BOS,W,48.0,38,75,0.507,6,18,0.333,18,26,0.692,15,27,42,24,18.0,9,4,2,17,18,100,23.0,1,1,1,1,5,29,46,28,39,37,45,54,46,70,5,66,43,15,73,12,51,22,12,65,44,9,,regular,Miami Heat 2010-11,2010-11,89.44,25.71556350626118,80,9.287603617342706
2010-11,1610612748,MIA,Miami Heat,21001202,2011-04-11,MIA @ ATL,W,48.0,36,69,0.522,6,17,0.353,20,24,0.833,10,28,38,24,19.0,5,3,1,19,21,98,8.0,1,1,1,1,5,41,75,21,39,45,41,47,54,14,29,60,63,15,77,59,60,9,26,45,47,39,,regular,Miami Heat 2010-11,2010-11,88.56,9.033423667570009,81,9.486389854461377
2010-11,1610612748,MIA,Miami Heat,21001221,2011-04-13,MIA @ TOR,W,48.0,37,81,0.457,13,26,0.5,10,14,0.714,13,27,40,20,15.0,6,1,8,18,15,97,18.0,1,1,1,1,5,34,17,53,2,6,8,79,80,64,10,66,53,31,45,44,79,79,18,77,48,17,,regular,Miami Heat 2010-11,2010-11,89.16,20.188425302826378,82,10.25938520866428
2010-11,1610612748,MIA,Miami Heat,41000111,2011-04-16,MIA vs. PHI,W,48.0,31,74,0.419,4,17,0.235,31,39,0.795,15,37,52,15,14.0,3,5,2,16,25,97,8.0,1,1,1,1,3,17,10,17,14,11,15,2,1,11,3,2,1,13,11,20,13,2,5,3,7,7,,playoffs,Miami Heat 2010-11,2010-11,90.16,8.873114463176575,83,10.546456558943524
2010-11,1610612748,MIA,Miami Heat,41000112,2011-04-18,MIA vs. PHI,W,48.0,34,72,0.472,3,15,0.2,23,29,0.793,8,38,46,16,12.0,7,7,3,17,21,94,21.0,1,1,1,1,3,4,13,3,16,13,20,10,9,12,14,1,4,12,5,8,9,6,7,12,12,1,,playoffs,Miami Heat 2010-11,2010-11,88.76,23.65930599369085,84,14.207164888135656
2010-11,1610612748,MIA,Miami Heat,41000113,2011-04-21,MIA @ PHI,W,48.0,36,79,0.456,4,12,0.333,24,30,0.8,20,30,50,19,12.0,3,8,5,12,20,100,6.0,1,1,1,1,3,2,3,10,14,19,11,9,8,9,1,11,2,7,5,20,4,14,1,13,4,11,,playoffs,Miami Heat 2010-11,2010-11,84.2,7.1258907363420425,85,13.202278650477458
2010-11,1610612748,MIA,Miami Heat,41000114,2011-04-24,MIA @ PHI,L,48.0,30,78,0.385,5,23,0.217,17,21,0.81,9,32,41,14,9.0,8,8,4,17,18,82,-4.0,1,15,15,15,3,20,5,21,11,4,18,16,18,7,10,8,11,15,1,5,4,9,7,16,19,17,,playoffs,Miami Heat 2010-11,2010-11,87.24,-4.5850527281063735,86,10.828450797021661
2010-11,1610612748,MIA,Miami Heat,41000115,2011-04-27,MIA vs. PHI,W,48.0,32,80,0.4,12,30,0.4,21,25,0.84,15,32,47,17,10.0,6,3,4,12,18,97,6.0,1,1,1,1,3,10,1,18,1,1,5,11,14,5,3,8,3,10,2,15,18,9,1,16,7,11,,playoffs,Miami Heat 2010-11,2010-11,86.0,6.976744186046512,87,10.069006148182515
2010-11,1610612748,MIA,Miami Heat,41000211,2011-05-01,MIA vs. BOS,W,48.0,32,68,0.471,9,19,0.474,26,32,0.813,5,34,39,17,18.0,7,8,3,21,24,99,9.0,1,1,1,1,3,10,17,5,3,8,1,4,7,6,20,6,13,10,20,8,4,6,13,6,5,6,,playoffs,Miami Heat 2010-11,2010-11,95.08,9.465713083718974,88,11.588709047567708
2010-11,1610612748,MIA,Miami Heat,41000212,2011-05-03,MIA vs. BOS,W,48.0,34,75,0.453,7,16,0.438,27,36,0.75,12,32,44,15,10.0,6,9,2,22,24,102,11.0,1,1,1,1,3,4,7,11,7,12,3,3,4,14,6,8,8,13,2,15,2,2,15,6,2,2,,playoffs,Miami Heat 2010-11,2010-11,88.84,12.381809995497523,89,11.883493820702366
2010-11,1610612748,MIA,Miami Heat,41000213,2011-05-07,MIA @ BOS,L,48.0,31,73,0.425,5,23,0.217,14,19,0.737,12,24,36,20,15.0,9,9,4,16,17,81,-16.0,1,15,15,15,3,17,11,16,11,4,18,20,19,16,6,20,16,2,12,4,2,9,5,19,21,20,,playoffs,Miami Heat 2010-11,2010-11,84.36,-18.96633475580844,90,7.415303994495405
2010-11,1610612748,MIA,Miami Heat,41000214,2011-05-09,MIA @ BOS,W,53.0,35,79,0.443,3,13,0.231,25,28,0.893,10,35,45,10,17.0,10,2,4,24,23,98,8.0,1,1,1,1,1,3,3,12,16,16,16,6,11,2,8,4,6,21,17,3,21,9,17,10,6,7,,playoffs,Miami Heat 2010-11,2010-11,98.32,8.136696501220506,91,7.325631277860455
2010-11,1610612748,MIA,Miami Heat,41000215,2011-05-11,MIA vs. BOS,W,48.0,32,69,0.464,7,19,0.368,26,38,0.684,8,30,38,13,13.0,7,3,5,19,25,97,10.0,1,1,1,1,3,10,16,9,7,8,10,4,2,19,14,11,15,16,9,8,18,14,12,3,7,4,,playoffs,Miami Heat 2010-11,2010-11,90.72,11.022927689594358,92,6.409081516537253
2010-11,1610612748,MIA,Miami Heat,41000301,2011-05-15,MIA @ CHI,L,48.0,32,68,0.471,3,8,0.375,15,15,1.0,6,27,33,11,16.0,7,6,5,15,13,82,-21.0,1,15,15,15,3,10,17,5,16,21,9,19,20,1,17,16,19,20,15,8,10,14,4,21,19,21,,playoffs,Miami Heat 2010-11,2010-11,84.6,-24.822695035460995,93,3.0395005666734956
2010-11,1610612748,MIA,Miami Heat,41000302,2011-05-18,MIA @ CHI,W,48.0,32,68,0.471,3,13,0.231,18,24,0.75,10,35,45,18,15.0,7,6,7,26,25,85,10.0,1,1,1,1,3,10,17,5,16,16,16,15,15,14,8,4,6,9,12,8,10,18,19,3,16,4,,playoffs,Miami Heat 2010-11,2010-11,83.56,11.967448539971278,94,1.8703148213015381
2010-11,1610612748,MIA,Miami Heat,41000303,2011-05-22,MIA vs. CHI,W,48.0,34,67,0.507,3,9,0.333,25,29,0.862,5,27,32,20,10.0,6,8,4,17,24,96,11.0,1,1,1,1,3,4,20,2,16,20,11,6,9,3,20,16,20,2,2,15,4,9,7,6,10,2,,playoffs,Miami Heat 2010-11,2010-11,84.76,12.977819726285983,95,2.4555077202959326
2010-11,1610612748,MIA,Miami Heat,41000304,2011-05-24,MIA vs. CHI,W,53.0,32,75,0.427,5,13,0.385,32,38,0.842,8,33,41,12,16.0,12,10,5,24,28,101,8.0,1,1,1,1,1,10,7,14,11,16,8,1,2,4,14,7,11,18,15,2,1,14,17,1,3,7,,playoffs,Miami Heat 2010-11,2010-11,99.72,8.022462896109106,96,3.7162592827174805
2010-11,1610612748,MIA,Miami Heat,41000305,2011-05-26,MIA @ CHI,W,48.0,26,66,0.394,6,15,0.4,25,33,0.758,6,36,42,12,17.0,7,8,7,18,28,83,3.0,1,1,1,1,3,21,21,19,10,13,5,6,5,13,17,3,10,18,17,8,4,18,11,1,17,13,,playoffs,Miami Heat 2010-11,2010-11,91.52,3.277972027972028,97,3.3463820669100324
2010-11,1610612748,MIA,Miami Heat,41000401,2011-05-31,MIA vs. DAL,W,48.0,31,80,0.388,11,24,0.458,19,26,0.731,16,30,46,20,12.0,5,4,8,21,22,92,8.0,1,1,1,1,3,17,1,20,2,3,2,14,12,17,2,11,4,2,5,18,16,20,13,11,14,7,,playoffs,Miami Heat 2010-11,2010-11,87.44,9.149130832570906,98,3.3147238417952254
2010-11,1610612748,MIA,Miami Heat,41000402,2011-06-02,MIA vs. DAL,L,48.0,34,73,0.466,9,30,0.3,16,24,0.667,6,24,30,13,12.0,15,6,2,17,20,93,-2.0,1,15,15,15,3,4,11,8,3,1,14,18,15,20,17,20,21,16,5,1,10,2,7,13,13,15,,playoffs,Miami Heat 2010-11,2010-11,89.56,-2.2331397945511386,99,1.853228862790359
2010-11,1610612748,MIA,Miami Heat,41000403,2011-06-05,MIA @ DAL,W,48.0,34,78,0.436,8,19,0.421,12,15,0.8,9,27,36,20,13.0,8,5,8,27,14,88,2.0,1,1,1,1,3,4,5,13,5,8,4,21,20,9,10,16,16,2,9,5,13,20,21,20,15,14,,playoffs,Miami Heat 2010-11,2010-11,88.6,2.2573363431151243,100,3.975595972682716
2010-11,1610612748,MIA,Miami Heat,41000404,2011-06-07,MIA @ DAL,L,48.0,32,75,0.427,2,14,0.143,17,24,0.708,15,29,44,19,15.0,8,5,2,23,18,83,-3.0,1,15,15,15,3,10,7,14,21,15,21,16,15,18,3,15,8,7,12,5,13,2,16,16,17,16,,playoffs,Miami Heat 2010-11,2010-11,85.56,-3.506311360448808,101,2.811295186515784
2010-11,1610612748,MIA,Miami Heat,41000405,2011-06-09,MIA @ DAL,L,48.0,37,70,0.529,8,20,0.4,21,26,0.808,9,27,36,25,18.0,5,4,3,26,20,103,-9.0,1,15,15,15,3,1,15,1,5,7,5,11,12,8,10,16,16,1,20,18,16,6,19,13,1,18,,playoffs,Miami Heat 2010-11,2010-11,90.44,-9.951348960636887,102,0.7138675214926596
2010-11,1610612748,MIA,Miami Heat,41000406,2011-06-12,MIA vs. DAL,L,48.0,34,72,0.472,7,23,0.304,20,33,0.606,9,30,39,20,17.0,7,3,1,14,24,95,-10.0,1,15,15,15,3,4,13,3,7,4,13,13,5,21,10,11,13,2,17,8,18,1,3,6,11,19,,playoffs,Miami Heat 2010-11,2010-11,94.52,-10.579771476936099,103,2.1381598773451493
2022-23,1610612756,PHX,Phoenix Suns,22200013,2022-10-19,PHX vs. DAL,W,48.0,40,85,0.471,8,22,0.364,19,22,0.864,8,32,40,25,12.0,4,5,4,29,22,107,2.0,1,1,1,1,5,56,67,38,69,77,44,31,36,21,64,40,58,51,26,67,37,37,77,22,56,43,1.0,regular,Phoenix Suns 2022-23,2022-23,98.68,2.026753141467369,1,2.026753141467369
2022-23,1610612756,PHX,Phoenix Suns,22200027,2022-10-21,PHX @ POR,L,53.0,43,94,0.457,10,27,0.37,15,21,0.714,9,32,41,31,17.0,14,1,5,29,19,111,-2.0,1,46,46,46,1,28,18,51,52,67,39,54,44,66,56,40,53,13,67,1,78,52,77,47,50,49,1.0,regular,Phoenix Suns 2022-23,2022-23,111.24,-1.7979144192736427,2,0.11441936109686324
2022-23,1610612756,PHX,Phoenix Suns,22200043,2022-10-23,PHX @ LAC,W,48.0,43,93,0.462,15,42,0.357,11,12,0.917,13,36,49,29,13.0,5,3,0,18,18,112,17.0,1,1,1,1,5,28,25,46,16,7,46,74,77,9,27,17,16,29,32,58,61,1,19,56,45,12,1.0,regular,Phoenix Suns 2022-23,2022-23,98.28,17.2975172975173,3,5.842118673237008
2022-23,1610612756,PHX,Phoenix Suns,22200055,2022-10-25,PHX vs. GSW,W,48.0,47,92,0.511,12,29,0.414,28,34,0.824,14,34,48,31,14.0,8,4,7,19,28,134,29.0,1,1,1,1,5,14,31,16,40,60,24,2,4,32,22,26,22,13,38,23,49,73,24,3,1,4,1.0,regular,Phoenix Suns 2022-23,2022-23,106.96000000000001,27.112939416604338,4,11.159823859078841
2022-23,1610612756,PHX,Phoenix Suns,22200079,2022-10-28,PHX vs. NOP,W,48.0,48,92,0.522,10,33,0.303,18,20,0.9,14,33,47,33,12.0,7,7,1,18,21,124,13.0,1,1,1,1,5,10,31,10,52,36,61,35,49,13,22,33,27,7,26,34,17,4,19,32,19,19,1.0,regular,Phoenix Suns 2022-23,2022-23,98.8,13.157894736842104,5,11.559438034631494
2022-23,1610612756,PHX,Phoenix Suns,22200094,2022-10-30,PHX vs. HOU,W,48.0,45,84,0.536,12,40,0.3,22,30,0.733,10,26,36,29,12.0,9,8,1,22,25,124,15.0,1,1,1,1,5,21,70,6,40,10,65,11,9,61,50,72,72,29,26,17,10,4,41,10,19,16,1.0,regular,Phoenix Suns 2022-23,2022-23,99.2,15.120967741935484,6,12.153026319182159
2022-23,1610612756,PHX,Phoenix Suns,22200106,2022-11-01,PHX vs. MIN,W,48.0,41,89,0.461,17,43,0.395,17,22,0.773,7,27,34,31,11.0,9,8,4,20,24,116,9.0,1,1,1,1,5,49,43,48,8,5,28,43,36,47,72,69,80,13,17,17,10,37,28,11,34,29,1.0,regular,Phoenix Suns 2022-23,2022-23,102.68,8.76509544215037,7,11.669036193891902
2022-23,1610612756,PHX,Phoenix Suns,22200130,2022-11-04,PHX vs. POR,L,48.0,36,83,0.434,14,34,0.412,20,21,0.952,13,26,39,26,17.0,8,4,3,22,24,106,-2.0,1,46,46,46,5,73,73,62,21,32,25,24,44,2,27,72,62,43,67,23,49,20,41,11,61,49,1.0,regular,Phoenix Suns 2022-23,2022-23,96.24,-2.0781379883624274,8,9.950639421110111
2022-23,1610612756,PHX,Phoenix Suns,22200139,2022-11-05,PHX vs. POR,W,48.0,35,82,0.427,11,30,0.367,21,28,0.75,11,33,44,22,14.0,7,14,7,22,26,102,20.0,1,1,1,1,5,74,75,66,46,56,42,16,13,54,44,33,40,70,38,34,1,73,41,7,67,9,1.0,regular,Phoenix Suns 2022-23,2022-23,97.32,20.550760378133994,9,11.12843063855721
2022-23,1610612756,PHX,Phoenix Suns,22200148,2022-11-07,PHX @ PHI,L,48.0,32,73,0.438,6,19,0.316,18,22,0.818,6,31,37,19,15.0,8,5,6,24,17,88,-12.0,1,46,46,46,5,81,81,59,77,82,56,35,36,34,77,48,67,81,52,23,37,62,61,59,80,69,1.0,regular,Phoenix Suns 2022-23,2022-23,91.68,-13.089005235602095,10,8.706687051141278
2022-23,1610612756,PHX,Phoenix Suns,22200167,2022-11-09,PHX @ MIN,W,48.0,47,97,0.485,16,35,0.457,19,20,0.95,10,26,36,31,11.0,10,3,6,21,22,129,12.0,1,1,1,1,5,14,10,28,14,27,17,31,49,3,50,72,72,13,17,8,61,62,36,22,9,21,1.0,regular,Phoenix Suns 2022-23,2022-23,106.8,11.235955056179774,11,9.62760724261252
2022-23,1610612756,PHX,Phoenix Suns,22200177,2022-11-11,PHX @ ORL,L,48.0,38,95,0.4,13,42,0.31,8,9,0.889,11,27,38,22,11.0,7,4,4,14,11,97,-17.0,1,46,46,46,5,67,12,78,29,7,59,79,79,14,44,69,64,70,17,34,49,37,5,80,75,74,1.0,regular,Phoenix Suns 2022-23,2022-23,98.96,-17.178658043654004,12,8.089532880174483
2022-23,1610612756,PHX,Phoenix Suns,22200202,2022-11-14,PHX @ MIA,L,48.0,48,99,0.485,14,36,0.389,2,4,0.5,20,25,45,22,14.0,9,4,4,22,10,112,-1.0,1,46,46,46,5,10,8,27,21,22,31,82,82,82,2,78,36,70,38,17,49,37,41,81,45,46,1.0,regular,Phoenix Suns 2022-23,2022-23,94.76,-1.0552975939214857,13,6.254251391030605
2022-23,1610612756,PHX,Phoenix Suns,22200220,2022-11-16,PHX vs. GSW,W,48.0,44,86,0.512,21,40,0.525,21,25,0.84,8,39,47,33,16.0,5,8,3,22,23,130,11.0,1,1,1,1,5,24,61,15,3,10,5,16,24,27,64,9,27,7,62,58,10,20,41,16,6,24,1.0,regular,Phoenix Suns 2022-23,2022-23,105.0,10.476190476190476,14,4.590576496989219
2022-23,1610612756,PHX,Phoenix Suns,22200232,2022-11-18,PHX @ UTA,L,48.0,49,94,0.521,9,30,0.3,26,28,0.929,12,30,42,29,14.0,7,6,3,25,28,133,-1.0,1,46,46,46,5,4,18,11,61,56,65,4,13,7,37,55,49,29,38,34,29,20,67,3,2,46,1.0,regular,Phoenix Suns 2022-23,2022-23,108.32,-0.9231905465288036,15,3.1824679686521278
2022-23,1610612756,PHX,Phoenix Suns,22200240,2022-11-20,PHX vs. NYK,W,48.0,43,101,0.426,17,39,0.436,13,18,0.722,22,38,60,35,13.0,3,8,7,22,15,116,21.0,1,1,1,1,5,28,6,67,8,12,20,63,59,65,1,11,1,3,32,78,10,73,41,67,34,6,1.0,regular,Phoenix Suns 2022-23,2022-23,99.92,21.01681345076061,16,3.7720525395346405
2022-23,1610612756,PHX,Phoenix Suns,22200259,2022-11-22,PHX vs. LAL,W,48.0,48,102,0.471,16,34,0.471,3,5,0.6,8,41,49,23,15.0,8,7,7,22,12,115,10.0,1,1,1,1,5,10,5,38,14,32,12,81,81,79,64,4,16,61,52,23,17,73,41,77,40,26,1.0,regular,Phoenix Suns 2022-23,2022-23,111.2,8.992805755395683,17,3.7948235708591715
2022-23,1610612756,PHX,Phoenix Suns,22200283,2022-11-25,PHX vs. DET,W,48.0,42,87,0.483,7,29,0.241,17,26,0.654,11,32,43,25,13.0,7,7,3,18,22,108,6.0,1,1,1,1,5,40,55,31,74,60,79,43,18,78,44,40,46,51,32,34,17,20,19,22,55,34,1.0,regular,Phoenix Suns 2022-23,2022-23,100.44,5.973715651135006,18,4.600008934808915
2022-23,1610612756,PHX,Phoenix Suns,22200289,2022-11-26,PHX vs. UTA,W,48.0,42,92,0.457,6,22,0.273,23,30,0.767,18,30,48,23,6.0,8,6,2,20,19,113,1.0,1,1,1,1,5,40,31,52,77,77,72,9,9,49,7,55,22,61,1,23,29,8,28,47,44,45,1.0,regular,Phoenix Suns 2022-23,2022-23,93.2,1.0729613733905579,19,2.652229034334572
2022-23,1610612756,PHX,Phoenix Suns,22200307,2022-11-28,PHX @ SAC,W,48.0,50,94,0.532,10,32,0.313,12,14,0.857,11,34,45,26,17.0,9,7,7,20,15,122,5.0,1,1,1,1,5,1,18,7,52,41,57,67,71,22,44,26,36,43,67,17,17,73,28,67,23,35,1.0,regular,Phoenix Suns 2022-23,2022-23,106.16,4.709871891484552,20,4.432116747043237
2022-23,1610612756,PHX,Phoenix Suns,22200321,2022-11-30,PHX vs. CHI,W,48.0,49,93,0.527,15,33,0.455,19,21,0.905,10,36,46,22,14.0,3,5,6,28,19,132,19.0,1,1,1,1,5,4,25,9,16,36,18,31,44,12,50,17,33,70,38,78,37,62,74,47,4,11,1.0,regular,Phoenix Suns 2022-23,2022-23,106.24,17.884036144578314,21,5.09692485588309
2022-23,1610612756,PHX,Phoenix Suns,22200334,2022-12-02,PHX vs. HOU,L,48.0,45,85,0.529,17,37,0.459,14,19,0.737,9,28,37,30,18.0,9,5,2,28,22,121,-1.0,1,46,46,46,5,21,67,8,8,17,16,58,53,60,56,64,67,23,75,17,37,8,74,22,24,46,1.0,regular,Phoenix Suns 2022-23,2022-23,102.36,-0.9769441187964049,22,6.71709624836885
2022-23,1610612756,PHX,Phoenix Suns,22200345,2022-12-04,PHX @ SAS,W,48.0,49,94,0.521,19,37,0.514,16,20,0.8,14,31,45,38,11.0,5,0,3,18,24,133,38.0,1,1,1,1,5,4,18,11,7,17,6,48,49,39,22,48,36,1,17,58,81,20,19,11,2,1,1.0,regular,Phoenix Suns 2022-23,2022-23,99.8,38.07615230460922,23,10.63024123822192
2022-23,1610612756,PHX,Phoenix Suns,22200358,2022-12-05,PHX @ DAL,L,48.0,40,91,0.44,13,37,0.351,18,26,0.692,13,28,41,28,13.0,5,5,6,16,23,111,-19.0,1,46,46,46,5,56,36,58,29,17,50,35,18,71,27,64,53,34,32,58,37,62,7,16,50,75,1.0,regular,Phoenix Suns 2022-23,2022-23,102.44,-18.547442405310427,24,7.727877950071829
2022-23,1610612756,PHX,Phoenix Suns,22200373,2022-12-07,PHX vs. BOS,L,48.0,37,93,0.398,8,32,0.25,16,19,0.842,13,36,49,19,18.0,5,4,3,17,20,98,-27.0,1,46,46,46,5,70,25,79,69,41,77,48,53,25,27,17,16,81,75,58,49,20,13,40,73,79,1.0,regular,Phoenix Suns 2022-23,2022-23,106.36,-25.385483264385105,25,5.281648678286198
2022-23,1610612756,PHX,Phoenix Suns,22200384,2022-12-09,PHX @ NOP,L,48.0,43,86,0.5,22,44,0.5,9,13,0.692,8,29,37,30,17.0,6,3,1,25,15,117,-11.0,1,46,46,46,5,28,61,18,1,3,8,78,75,71,64,59,67,23,67,53,61,4,67,67,30,66,1.0,regular,Phoenix Suns 2022-23,2022-23,100.72,-10.921366163621922,26,2.0878307168479466
2022-23,1610612756,PHX,Phoenix Suns,22200395,2022-12-11,PHX @ NOP,L,53.0,49,105,0.467,13,38,0.342,13,17,0.765,19,23,42,34,15.0,7,5,3,24,26,124,-5.0,1,46,46,46,1,4,1,42,29,15,52,63,62,50,3,81,49,5,52,34,37,20,61,7,19,57,1.0,regular,Phoenix Suns 2022-23,2022-23,108.48,-4.609144542772861,27,0.7276356870310923
2022-23,1610612756,PHX,Phoenix Suns,22200411,2022-12-13,PHX @ HOU,L,48.0,33,103,0.32,13,51,0.255,18,19,0.947,18,26,44,22,10.0,13,7,9,24,21,97,-14.0,1,46,46,46,5,80,3,82,29,1,76,35,53,4,7,72,40,70,15,3,17,82,61,32,75,71,1.0,regular,Phoenix Suns 2022-23,2022-23,103.36,-13.544891640866874,28,-1.224225042169096
2022-23,1610612756,PHX,Phoenix Suns,22200427,2022-12-15,PHX @ LAC,W,48.0,44,95,0.463,9,32,0.281,14,18,0.778,15,38,53,27,9.0,8,8,3,18,18,111,16.0,1,1,1,1,5,24,12,45,61,41,70,58,59,44,13,11,9,40,8,23,10,20,19,56,50,14,1.0,regular,Phoenix Suns 2022-23,2022-23,96.92,16.50846058605035,29,0.3193248790968838
2022-23,1610612756,PHX,Phoenix Suns,22200444,2022-12-17,PHX vs. NOP,W,48.0,39,83,0.47,15,41,0.366,25,35,0.714,10,25,35,23,8.0,6,3,5,13,27,118,4.0,1,1,1,1,5,60,73,40,16,9,43,7,2,66,50,78,76,61,4,53,61,52,3,5,29,38,1.0,regular,Phoenix Suns 2022-23,2022-23,96.4,4.149377593360995,30,0.26327544928452823
2022-23,1610612756,PHX,Phoenix Suns,22200459,2022-12-19,PHX vs. LAL,W,48.0,46,93,0.495,20,39,0.513,18,24,0.75,15,36,51,21,9.0,10,5,5,16,16,130,26.0,1,1,1,1,5,18,25,21,4,12,7,35,31,54,13,17,13,79,8,8,37,52,7,62,6,5,1.0,regular,Phoenix Suns 2022-23,2022-23,97.56,26.650266502665026,31,1.1398984850931995
2022-23,1610612756,PHX,Phoenix Suns,22200464,2022-12-20,PHX vs. WAS,L,48.0,41,89,0.461,13,32,0.406,15,19,0.789,15,29,44,26,14.0,2,1,4,23,14,110,-3.0,1,46,46,46,5,49,43,48,29,41,26,54,53,43,13,59,40,43,38,81,78,37,56,73,54,52,1.0,regular,Phoenix Suns 2022-23,2022-23,96.36,-3.1133250311332503,32,0.9262603938595151
2022-23,1610612756,PHX,Phoenix Suns,22200490,2022-12-23,PHX vs. MEM,L,48.0,38,87,0.437,9,35,0.257,15,26,0.577,11,24,35,23,15.0,6,5,5,26,22,100,-25.0,1,46,46,46,5,67,55,61,61,27,75,54,18,81,44,80,76,61,52,53,37,52,70,22,70,77,1.0,regular,Phoenix Suns 2022-23,2022-23,102.44,-24.404529480671613,33,-5.321807784668568
2022-23,1610612756,PHX,Phoenix Suns,22200497,2022-12-25,PHX @ DEN,L,53.0,45,94,0.479,17,35,0.486,18,26,0.692,12,34,46,32,14.0,7,9,4,30,23,125,-3.0,1,46,46,46,1,21,18,32,8,27,9,35,18,71,37,26,33,12,38,34,5,37,79,16,14,52,1.0,regular,Phoenix Suns 2022-23,2022-23,107.44,-2.7922561429635144,34,-3.746289158433877
2022-23,1610612756,PHX,Phoenix Suns,22200510,2022-12-27,PHX @ MEM,W,48.0,43,87,0.494,17,31,0.548,22,25,0.88,15,32,47,26,22.0,7,9,6,23,23,125,17.0,1,1,1,1,5,28,55,23,8,49,3,11,24,15,13,40,27,43,80,34,5,62,56,16,14,12,1.0,regular,Phoenix Suns 2022-23,2022-23,105.0,16.19047619047619,35,0.41130678705225276
2022-23,1610612756,PHX,Phoenix Suns,22200516,2022-12-28,PHX @ WAS,L,48.0,39,87,0.448,13,31,0.419,11,16,0.688,11,19,30,25,11.0,7,4,6,21,15,102,-25.0,1,46,46,46,5,60,55,55,29,49,22,74,64,74,44,82,82,51,17,34,49,62,36,67,67,77,1.0,regular,Phoenix Suns 2022-23,2022-23,94.04,-26.584432156529136,36,-1.1549998122384686
2022-23,1610612756,PHX,Phoenix Suns,22200531,2022-12-30,PHX @ TOR,L,48.0,35,71,0.493,14,30,0.467,20,23,0.87,9,33,42,26,27.0,7,1,3,17,22,104,-9.0,1,46,46,46,5,74,82,25,21,56,14,24,35,20,56,33,49,43,82,34,78,20,13,22,65,62,1.0,regular,Phoenix Suns 2022-23,2022-23,99.12,-9.079903147699756,37,-1.6020756727311583
2022-23,1610612756,PHX,Phoenix Suns,22200550,2023-01-02,PHX @ NYK,L,48.0,34,87,0.391,10,37,0.27,5,7,0.714,5,31,36,22,8.0,4,0,2,17,13,83,-19.0,1,46,46,46,5,78,55,81,52,17,73,80,80,66,80,48,72,70,4,67,81,8,13,75,82,75,1.0,regular,Phoenix Suns 2022-23,2022-23,93.08,-20.41254834550924,38,-2.288841343195395
2022-23,1610612756,PHX,Phoenix Suns,22200565,2023-01-04,PHX @ CLE,L,48.0,32,81,0.395,10,28,0.357,14,18,0.778,8,41,49,24,15.0,8,3,4,19,17,88,-2.0,1,46,46,46,5,81,77,80,52,63,46,58,59,44,64,4,16,58,52,23,61,37,24,59,80,49,1.0,regular,Phoenix Suns 2022-23,2022-23,95.92,-2.0850708924103416,39,-4.148194491041464
2022-23,1610612756,PHX,Phoenix Suns,22200589,2023-01-06,PHX vs. MIA,L,48.0,34,82,0.415,6,23,0.261,22,25,0.88,8,36,44,22,14.0,5,2,3,20,14,96,-8.0,1,46,46,46,5,78,75,74,77,73,74,11,24,15,64,17,40,70,38,58,71,20,28,73,78,60,1.0,regular,Phoenix Suns 2022-23,2022-23,99.0,-8.080808080808081,40,-5.3712130584583715
