PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,player_name
1710,2001-02,0,1610612758,SAC,24.0,16,16,661,114,257,0.444,25,59,0.424,71,86,0.826,14,46,60,80,23,3,37,30,324,Mike Bibby
1710,2002-03,0,1610612758,SAC,25.0,12,12,404,57,135,0.422,11,39,0.282,27,34,0.794,8,23,31,60,14,5,18,31,152,Mike Bibby
1710,2003-04,0,1610612758,SAC,26.0,12,12,497,84,196,0.429,24,55,0.436,48,55,0.873,9,41,50,84,23,5,35,40,240,Mike Bibby
1710,2004-05,0,1610612758,SAC,27.0,5,5,200,36,92,0.391,5,23,0.217,21,27,0.778,5,17,22,33,7,2,13,11,98,Mike Bibby
1710,2005-06,0,1610612758,SAC,28.0,6,6,255,32,92,0.348,9,26,0.346,27,30,0.9,6,17,23,31,9,0,18,17,100,Mike Bibby
1710,2007-08,0,1610612737,ATL,30.0,7,7,252,22,65,0.338,7,24,0.292,21,32,0.656,3,19,22,22,4,2,13,12,72,Mike Bibby
1710,2008-09,0,1610612737,ATL,31.0,11,11,390,49,106,0.462,26,48,0.542,21,22,0.955,6,31,37,46,10,2,24,34,145,Mike Bibby
1710,2009-10,0,1610612737,ATL,32.0,11,11,292,36,80,0.45,14,34,0.412,7,10,0.7,5,23,28,28,9,0,12,26,93,Mike Bibby
1710,2010-11,0,1610612748,MIA,33.0,20,20,415,27,96,0.281,17,66,0.258,2,4,0.5,5,31,36,23,11,6,17,30,73,Mike Bibby
1710,2011-12,0,1610612752,NYK,34.0,5,1,118,9,23,0.391,7,17,0.412,2,3,0.667,3,18,21,13,1,0,4,7,27,Mike Bibby
2547,2006-07,0,1610612761,TOR,23.0,6,6,222,36,91,0.396,1,5,0.2,32,38,0.842,7,47,54,15,5,11,12,19,105,Chris Bosh
2547,2007-08,0,1610612761,TOR,24.0,5,5,199,42,89,0.472,1,7,0.143,35,42,0.833,20,25,45,18,8,2,13,19,120,Chris Bosh
2547,2010-11,0,1610612748,MIA,27.0,21,21,834,138,291,0.474,0,4,0.0,114,140,0.814,47,131,178,23,14,19,40,48,390,Chris Bosh
2547,2011-12,0,1610612748,MIA,28.0,14,10,439,73,148,0.493,7,13,0.538,43,52,0.827,36,73,109,8,6,14,20,20,196,Chris Bosh
2547,2012-13,0,1610612748,MIA,29.0,23,23,751,110,240,0.458,15,37,0.405,44,60,0.733,38,129,167,34,23,36,27,67,279,Chris Bosh
2547,2013-14,0,1610612748,MIA,30.0,20,20,686,116,229,0.507,30,74,0.405,36,48,0.75,24,88,112,21,17,20,14,51,298,Chris Bosh
2548,2003-04,0,1610612748,MIA,22.0,13,13,510,86,189,0.455,3,8,0.375,59,75,0.787,16,36,52,73,17,4,54,45,234,Dwyane Wade
2548,2004-05,0,1610612748,MIA,23.0,14,14,571,136,281,0.484,1,10,0.1,111,139,0.799,23,57,80,93,22,16,62,43,384,Dwyane Wade
2548,2005-06,0,1610612748,MIA,24.0,23,23,959,219,441,0.497,14,37,0.378,202,250,0.808,28,107,135,132,51,26,90,71,654,Dwyane Wade
2548,2006-07,0,1610612748,MIA,25.0,4,4,162,36,84,0.429,0,5,0.0,22,32,0.688,7,12,19,25,5,2,23,13,94,Dwyane Wade
2548,2008-09,0,1610612748,MIA,27.0,7,7,285,68,155,0.439,18,50,0.36,50,58,0.862,4,31,35,37,6,11,25,20,204,Dwyane Wade
2548,2009-10,0,1610612748,MIA,28.0,5,5,210,62,110,0.564,15,37,0.405,27,40,0.675,6,22,28,34,8,8,26,16,166,Dwyane Wade
2548,2010-11,0,1610612748,MIA,29.0,21,21,828,181,373,0.485,14,52,0.269,139,179,0.777,43,107,150,92,34,28,64,53,515,Dwyane Wade
