Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,comparable_name,season,note
1610612748,21001221,"APR 13, 2011",MIA @ TOR,W,58,24,0.707,240,37,81,0.457,13,26,0.5,10,14,0.714,13,27,40,20,6,1,14,18,97,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001202,"APR 11, 2011",MIA @ ATL,W,57,24,0.704,240,36,69,0.522,6,17,0.353,20,24,0.833,10,28,38,24,5,3,17,19,98,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001194,"APR 10, 2011",MIA vs. BOS,W,56,24,0.7,240,38,75,0.507,6,18,0.333,18,26,0.692,15,27,42,24,9,4,17,17,100,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001182,"APR 08, 2011",MIA vs. CHA,W,55,24,0.696,240,39,69,0.565,3,9,0.333,31,35,0.886,5,29,34,26,7,4,16,20,112,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001164,"APR 06, 2011",MIA vs. MIL,L,54,24,0.692,240,30,74,0.405,8,23,0.348,17,21,0.81,12,31,43,14,6,6,16,15,85,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001142,"APR 03, 2011",MIA @ NJN,W,54,23,0.701,240,42,75,0.56,5,15,0.333,19,32,0.594,8,42,50,22,5,4,15,23,108,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001126,"APR 01, 2011",MIA @ MIN,W,53,23,0.697,240,42,77,0.545,4,13,0.308,23,30,0.767,9,37,46,26,8,3,18,20,111,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001110,"MAR 30, 2011",MIA @ WAS,W,52,23,0.693,240,41,71,0.577,10,19,0.526,31,39,0.795,8,27,35,28,7,7,13,18,123,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001101,"MAR 29, 2011",MIA @ CLE,L,51,23,0.689,240,33,78,0.423,10,25,0.4,14,22,0.636,8,22,30,24,5,3,12,25,90,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001089,"MAR 27, 2011",MIA vs. HOU,W,51,22,0.699,240,46,92,0.5,5,17,0.294,28,34,0.824,17,31,48,16,1,6,10,19,125,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001072,"MAR 25, 2011",MIA vs. PHI,W,50,22,0.694,240,41,83,0.494,7,20,0.35,22,28,0.786,15,34,49,22,11,6,15,17,111,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001058,"MAR 23, 2011",MIA @ DET,W,49,22,0.69,240,31,64,0.484,6,19,0.316,32,39,0.821,8,26,34,20,6,1,11,21,100,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001030,"MAR 19, 2011",MIA vs. DEN,W,48,22,0.686,240,36,71,0.507,6,20,0.3,25,29,0.862,4,34,38,15,6,11,12,22,103,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001020,"MAR 18, 2011",MIA @ ATL,W,47,22,0.681,240,38,71,0.535,11,22,0.5,19,26,0.731,8,42,50,28,2,3,16,23,106,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21001006,"MAR 16, 2011",MIA vs. OKC,L,46,22,0.676,240,30,78,0.385,3,17,0.176,22,28,0.786,9,31,40,14,5,8,11,19,85,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000993,"MAR 14, 2011",MIA vs. SAS,W,46,21,0.687,240,42,78,0.538,3,9,0.333,23,24,0.958,8,39,47,25,9,5,11,21,110,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000976,"MAR 12, 2011",MIA vs. MEM,W,45,21,0.682,240,40,69,0.58,12,19,0.632,26,30,0.867,5,35,40,27,10,11,13,25,118,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000964,"MAR 10, 2011",MIA vs. LAL,W,44,21,0.677,240,37,81,0.457,8,19,0.421,12,18,0.667,18,28,46,17,8,3,15,19,94,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000951,"MAR 08, 2011",MIA vs. POR,L,43,21,0.672,240,37,72,0.514,7,22,0.318,15,19,0.789,6,25,31,20,6,2,13,21,96,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000931,"MAR 06, 2011",MIA vs. CHI,L,43,20,0.683,240,33,68,0.485,3,9,0.333,17,23,0.739,8,22,30,18,8,4,16,23,86,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000923,"MAR 04, 2011",MIA @ SAS,L,43,19,0.694,240,37,78,0.474,7,20,0.35,14,20,0.7,6,34,40,23,3,2,14,22,95,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000912,"MAR 03, 2011",MIA vs. ORL,L,43,18,0.705,240,35,75,0.467,3,17,0.176,23,30,0.767,8,27,35,13,10,5,12,19,96,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000887,"FEB 27, 2011",MIA vs. NYK,L,43,17,0.717,240,32,74,0.432,6,22,0.273,16,22,0.727,6,36,42,20,9,3,18,18,86,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000866,"FEB 25, 2011",MIA vs. WAS,W,43,16,0.729,240,41,78,0.526,5,13,0.385,34,45,0.756,5,29,34,14,5,6,8,17,121,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
1610612748,21000859,"FEB 24, 2011",MIA @ CHI,L,42,16,0.724,240,32,79,0.405,2,12,0.167,23,27,0.852,6,33,39,12,8,5,12,23,89,Miami Heat 2010-11,2010-11,"LeBron + Wade + Bosh, primer año de integración"
