team_quality_uncertainty_std,n_cases,pct_within_p10_p90,mean_percentile,median_percentile,mean_absolute_error_wins,mean_error_wins,correlation_actual_vs_predicted
5.0,480,80.20833333333334,44.87625,43.95,7.249497916666667,-2.144485416666667,0.7258677463697734
5.5,480,84.16666666666667,45.01229166666666,44.4,7.260129166666667,-2.1296916666666665,0.7253822038870996
