comparable_name,unweighted_net_rating,weighted_net_rating,contender_games,contender_net_rating,contender_win_pct,medio_games,medio_net_rating,medio_win_pct,reconstruccion_games,reconstruccion_net_rating,reconstruccion_win_pct
Brooklyn Nets 2020-21,4.719405175998487,4.153717552764331,36,0.30999750467288945,0.5833333333333334,23,9.98556094538502,0.7391304347826086,25,6.224088914871736,0.68
Golden State Warriors 2016-17,11.666588057805967,11.181336643447613,39,10.350970129852286,0.7948717948717948,27,11.879648331594982,0.8148148148148148,33,13.047087203196577,0.9090909090909091
Miami Heat 2010-11,6.9999556154035,5.3293016436733645,43,1.4736017969196196,0.4883720930232558,25,7.869151410570454,0.76,35,13.168621881564443,0.9142857142857143
Phoenix Suns 2022-23,1.5526652808566068,0.48918205056686015,28,-5.352306884979624,0.39285714285714285,46,3.664189782250876,0.6086956521739131,19,6.616301785029136,0.631578947368421
