PLAYER_ID,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT,MIN_PullUpShot_dup,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT,season,MIN_Drives_dup,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT,MIN_PostTouch_dup,TOUCHES,POST_TOUCHES,POST_TOUCH_FGM,POST_TOUCH_FGA,POST_TOUCH_FG_PCT,POST_TOUCH_FTM,POST_TOUCH_FTA,POST_TOUCH_FT_PCT,POST_TOUCH_PTS,POST_TOUCH_PTS_PCT,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCH_FOULS,POST_TOUCH_FOULS_PCT
202692,899.0,21,48,0.438,60,18.0,43.0,0.419,0.625,899.0,42,115,0.365,92,8.0,24.0,0.333,0.4,2014-15,899.0,190.0,34.0,102.0,0.333,28.0,38.0,0.737,101.0,0.532,43.0,0.226,12.0,0.063,11.0,0.058,19.0,0.1,899.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202693,2581.0,136,344,0.395,328,56.0,171.0,0.327,0.477,2581.0,111,252,0.44,222,0.0,6.0,0.0,0.44,2014-15,2581.0,216.0,62.0,115.0,0.539,25.0,38.0,0.658,155.0,0.718,49.0,0.227,12.0,0.056,17.0,0.079,19.0,0.088,2581.0,4303.0,619.0,153.0,334.0,0.458,37.0,52.0,0.712,345.0,0.557,159.0,0.257,41.0,0.066,43.0,0.069,27.0,0.044
202694,2045.0,120,317,0.379,338,98.0,270.0,0.363,0.533,2045.0,104,238,0.437,222,14.0,39.0,0.359,0.466,2014-15,2045.0,204.0,44.0,108.0,0.407,13.0,22.0,0.591,105.0,0.515,50.0,0.245,17.0,0.083,13.0,0.064,11.0,0.054,2045.0,3174.0,80.0,19.0,39.0,0.487,5.0,6.0,0.833,43.0,0.538,24.0,0.3,6.0,0.075,5.0,0.063,3.0,0.038
202695,2033.0,98,239,0.41,259,63.0,165.0,0.382,0.542,2033.0,107,254,0.421,218,4.0,25.0,0.16,0.429,2014-15,2033.0,413.0,70.0,147.0,0.476,60.0,70.0,0.857,208.0,0.504,169.0,0.409,32.0,0.077,19.0,0.046,35.0,0.085,2033.0,3181.0,251.0,62.0,123.0,0.504,27.0,34.0,0.794,155.0,0.618,63.0,0.251,21.0,0.084,14.0,0.056,17.0,0.068
202696,2529.0,185,387,0.478,372,2.0,6.0,0.333,0.481,2529.0,25,57,0.439,50,0.0,0.0,,0.439,2014-15,2529.0,78.0,21.0,42.0,0.5,8.0,12.0,0.667,51.0,0.654,22.0,0.282,4.0,0.051,4.0,0.051,6.0,0.077,2529.0,3884.0,762.0,156.0,348.0,0.448,31.0,40.0,0.775,344.0,0.451,274.0,0.36,50.0,0.066,49.0,0.064,22.0,0.029
202697,1545.0,78,199,0.392,218,62.0,161.0,0.385,0.548,1545.0,54,145,0.372,110,2.0,28.0,0.071,0.379,2014-15,1545.0,195.0,28.0,77.0,0.364,9.0,18.0,0.5,63.0,0.323,63.0,0.323,22.0,0.113,16.0,0.082,9.0,0.046,1545.0,2421.0,15.0,3.0,8.0,0.375,0.0,0.0,0.0,7.0,0.467,5.0,0.333,0.0,0.0,1.0,0.067,0.0,0.0
202699,2369.0,102,269,0.379,286,82.0,215.0,0.381,0.532,2369.0,66,174,0.379,137,5.0,20.0,0.25,0.394,2014-15,2369.0,333.0,80.0,192.0,0.417,37.0,50.0,0.74,201.0,0.604,74.0,0.222,13.0,0.039,24.0,0.072,25.0,0.075,2369.0,3711.0,185.0,40.0,94.0,0.426,26.0,32.0,0.813,111.0,0.6,43.0,0.232,11.0,0.059,12.0,0.065,16.0,0.086
202700,2037.0,59,154,0.383,166,48.0,130.0,0.369,0.539,2037.0,7,14,0.5,15,1.0,1.0,1.0,0.536,2014-15,2006.0,57.0,10.0,24.0,0.417,4.0,6.0,0.667,25.0,0.439,18.0,0.316,3.0,0.053,6.0,0.105,4.0,0.07,2006.0,3778.0,385.0,111.0,205.0,0.541,25.0,36.0,0.694,251.0,0.652,98.0,0.255,16.0,0.042,28.0,0.073,18.0,0.047
202702,2086.0,12,44,0.273,24,0.0,4.0,0.0,0.273,2086.0,8,20,0.4,17,1.0,4.0,0.25,0.425,2014-15,2086.0,104.0,20.0,60.0,0.333,13.0,20.0,0.65,54.0,0.519,18.0,0.173,4.0,0.038,10.0,0.096,10.0,0.096,2086.0,3078.0,213.0,43.0,117.0,0.368,23.0,36.0,0.639,113.0,0.531,49.0,0.23,5.0,0.023,12.0,0.056,18.0,0.085
202703,1654.0,89,252,0.353,261,83.0,234.0,0.355,0.518,1654.0,39,135,0.289,94,16.0,67.0,0.239,0.348,2014-15,1654.0,198.0,31.0,71.0,0.437,46.0,60.0,0.767,112.0,0.566,54.0,0.273,16.0,0.081,20.0,0.101,30.0,0.152,1654.0,2865.0,100.0,25.0,51.0,0.49,20.0,26.0,0.769,72.0,0.72,19.0,0.19,4.0,0.04,7.0,0.07,14.0,0.14
202704,2268.0,39,138,0.283,113,35.0,125.0,0.28,0.409,2268.0,164,426,0.385,365,37.0,112.0,0.33,0.428,2014-15,2268.0,978.0,190.0,399.0,0.476,72.0,92.0,0.783,464.0,0.474,371.0,0.379,85.0,0.087,55.0,0.056,46.0,0.047,2268.0,5140.0,9.0,2.0,3.0,0.667,0.0,0.0,0.0,4.0,0.444,4.0,0.444,2.0,0.222,0.0,0.0,0.0,0.0
202706,122.0,7,16,0.438,21,7.0,16.0,0.438,0.656,122.0,3,7,0.429,8,2.0,3.0,0.667,0.571,2014-15,122.0,14.0,1.0,5.0,0.2,0.0,0.0,0.0,2.0,0.143,6.0,0.429,1.0,0.071,2.0,0.143,0.0,0.0,122.0,133.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202708,1831.0,54,166,0.325,151,43.0,140.0,0.307,0.455,1831.0,78,186,0.419,165,9.0,29.0,0.31,0.444,2014-15,1798.0,428.0,62.0,146.0,0.425,17.0,24.0,0.708,142.0,0.332,189.0,0.442,50.0,0.117,22.0,0.051,13.0,0.03,1798.0,4127.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0
202709,1444.0,28,59,0.475,70,14.0,35.0,0.4,0.593,1444.0,54,120,0.45,110,2.0,8.0,0.25,0.458,2014-15,1444.0,418.0,86.0,175.0,0.491,28.0,48.0,0.583,206.0,0.493,139.0,0.333,48.0,0.115,19.0,0.045,24.0,0.057,1444.0,3262.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
202710,2513.0,104,246,0.423,272,64.0,162.0,0.395,0.553,2513.0,89,234,0.38,187,9.0,29.0,0.31,0.4,2014-15,2513.0,431.0,64.0,153.0,0.418,118.0,136.0,0.868,255.0,0.592,121.0,0.281,49.0,0.114,32.0,0.074,68.0,0.158,2513.0,3705.0,198.0,36.0,76.0,0.474,17.0,24.0,0.708,92.0,0.465,65.0,0.328,24.0,0.121,10.0,0.051,12.0,0.061
202711,1854.0,88,247,0.356,261,85.0,231.0,0.368,0.528,1854.0,32,89,0.36,68,4.0,21.0,0.19,0.382,2014-15,1854.0,166.0,30.0,64.0,0.469,15.0,18.0,0.833,77.0,0.464,61.0,0.367,17.0,0.102,14.0,0.084,10.0,0.06,1854.0,1879.0,51.0,11.0,31.0,0.355,2.0,2.0,1.0,25.0,0.49,11.0,0.216,3.0,0.059,4.0,0.078,1.0,0.02
202713,1744.0,99,248,0.399,290,92.0,225.0,0.409,0.585,1744.0,25,78,0.321,52,2.0,11.0,0.182,0.333,2014-15,1744.0,146.0,19.0,68.0,0.279,17.0,20.0,0.85,56.0,0.384,38.0,0.26,11.0,0.075,12.0,0.082,11.0,0.075,1744.0,2225.0,15.0,1.0,7.0,0.143,0.0,0.0,0.0,2.0,0.133,6.0,0.4,0.0,0.0,1.0,0.067,0.0,0.0
202714,833.0,31,85,0.365,90,28.0,79.0,0.354,0.529,833.0,41,110,0.373,94,12.0,48.0,0.25,0.427,2014-15,833.0,253.0,31.0,75.0,0.413,10.0,10.0,1.0,73.0,0.289,123.0,0.486,36.0,0.142,9.0,0.036,5.0,0.02,833.0,1903.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202718,2186.0,119,311,0.383,348,110.0,285.0,0.386,0.559,2186.0,56,125,0.448,133,21.0,49.0,0.429,0.532,2014-15,2186.0,513.0,111.0,243.0,0.457,43.0,58.0,0.741,273.0,0.532,159.0,0.31,38.0,0.074,34.0,0.066,30.0,0.058,2186.0,3693.0,22.0,3.0,6.0,0.5,0.0,0.0,0.0,6.0,0.273,12.0,0.545,1.0,0.045,3.0,0.136,0.0,0.0
202720,824.0,43,123,0.35,93,7.0,28.0,0.25,0.378,824.0,7,23,0.304,14,0.0,0.0,,0.304,2014-15,824.0,81.0,16.0,38.0,0.421,7.0,12.0,0.583,39.0,0.481,24.0,0.296,6.0,0.074,5.0,0.062,6.0,0.074,824.0,1393.0,28.0,5.0,16.0,0.313,2.0,4.0,0.5,12.0,0.429,6.0,0.214,1.0,0.036,2.0,0.071,2.0,0.071
202721,299.0,6,20,0.3,17,5.0,19.0,0.263,0.425,299.0,8,41,0.195,17,1.0,13.0,0.077,0.207,2014-15,299.0,94.0,15.0,35.0,0.429,2.0,4.0,0.5,33.0,0.351,42.0,0.447,8.0,0.085,6.0,0.064,2.0,0.021,299.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202723,2.0,0,0,,0,,,,,2.0,0,0,,0,,,,,2014-15,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202730,1070.0,47,133,0.353,94,,,,0.353,1070.0,0,5,0.0,0,,,,0.0,2014-15,1070.0,20.0,2.0,9.0,0.222,0.0,0.0,0.0,4.0,0.2,8.0,0.4,2.0,0.1,1.0,0.05,0.0,0.0,1070.0,1783.0,107.0,4.0,23.0,0.174,9.0,10.0,0.9,18.0,0.168,60.0,0.561,11.0,0.103,5.0,0.047,5.0,0.047
202734,504.0,10,33,0.303,30,10.0,32.0,0.313,0.455,504.0,19,43,0.442,40,2.0,3.0,0.667,0.465,2014-15,504.0,98.0,29.0,57.0,0.509,5.0,8.0,0.625,63.0,0.643,24.0,0.245,6.0,0.061,5.0,0.051,4.0,0.041,504.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202738,1726.0,92,211,0.436,261,77.0,190.0,0.405,0.618,1726.0,101,290,0.348,253,51.0,146.0,0.349,0.436,2014-15,1726.0,638.0,107.0,240.0,0.446,125.0,142.0,0.88,348.0,0.545,211.0,0.331,55.0,0.086,43.0,0.067,71.0,0.111,1726.0,4044.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202779,123.0,3,4,0.75,9,3.0,4.0,0.75,1.125,123.0,10,20,0.5,24,4.0,7.0,0.571,0.6,2014-15,123.0,36.0,7.0,17.0,0.412,6.0,6.0,1.0,21.0,0.583,12.0,0.333,3.0,0.083,0.0,0.0,3.0,0.083,123.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202952,194.0,1,10,0.1,2,0.0,7.0,0.0,0.1,194.0,0,1,0.0,0,0.0,0.0,,0.0,2014-15,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,412.0,18.0,1.0,6.0,0.167,0.0,0.0,0.0,2.0,0.111,8.0,0.444,1.0,0.056,3.0,0.167,0.0,0.0
202962,363.0,0,0,,0,,,,,363.0,0,0,,0,,,,,2014-15,363.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,353.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.333,3.0,0.5,1.0,0.167,0.0,0.0,1.0,0.167
203076,2455.0,145,317,0.457,291,1.0,7.0,0.143,0.459,2455.0,85,201,0.423,170,0.0,3.0,0.0,0.423,2014-15,2455.0,203.0,59.0,123.0,0.48,47.0,60.0,0.783,171.0,0.842,26.0,0.128,7.0,0.034,13.0,0.064,30.0,0.148,2455.0,3973.0,356.0,76.0,185.0,0.411,40.0,48.0,0.833,196.0,0.551,92.0,0.258,22.0,0.062,17.0,0.048,24.0,0.067
203077,1587.0,36,97,0.371,72,,,,0.371,1587.0,38,84,0.452,76,,,,0.452,2014-15,1587.0,212.0,51.0,121.0,0.421,34.0,46.0,0.739,142.0,0.67,37.0,0.175,7.0,0.033,23.0,0.108,23.0,0.108,1587.0,1981.0,11.0,2.0,3.0,0.667,0.0,0.0,0.0,4.0,0.364,7.0,0.636,1.0,0.091,0.0,0.0,0.0,0.0
203078,2107.0,110,283,0.389,309,89.0,214.0,0.416,0.546,2107.0,111,308,0.36,238,16.0,41.0,0.39,0.386,2014-15,2107.0,320.0,62.0,152.0,0.408,25.0,34.0,0.735,150.0,0.469,97.0,0.303,23.0,0.072,25.0,0.078,17.0,0.053,2107.0,3474.0,14.0,4.0,7.0,0.571,1.0,2.0,0.5,10.0,0.714,4.0,0.286,2.0,0.143,0.0,0.0,1.0,0.071
203079,2208.0,63,207,0.304,181,55.0,184.0,0.299,0.437,2208.0,116,320,0.363,246,14.0,52.0,0.269,0.384,2014-15,2180.0,597.0,102.0,265.0,0.385,55.0,82.0,0.671,267.0,0.447,187.0,0.313,54.0,0.09,42.0,0.07,41.0,0.069,2180.0,2840.0,29.0,8.0,20.0,0.4,1.0,2.0,0.5,17.0,0.586,4.0,0.138,1.0,0.034,3.0,0.103,1.0,0.034
203080,798.0,8,27,0.296,16,0.0,2.0,0.0,0.296,798.0,7,26,0.269,14,0.0,0.0,,0.269,2014-15,798.0,71.0,15.0,38.0,0.395,10.0,18.0,0.556,40.0,0.563,12.0,0.169,2.0,0.028,7.0,0.099,10.0,0.141,798.0,1460.0,41.0,3.0,19.0,0.158,1.0,2.0,0.5,7.0,0.171,16.0,0.39,1.0,0.024,4.0,0.098,1.0,0.024
203081,2925.0,94,258,0.364,269,81.0,232.0,0.349,0.521,2925.0,214,574,0.373,535,107.0,316.0,0.339,0.466,2014-15,2925.0,1029.0,194.0,397.0,0.489,163.0,182.0,0.896,565.0,0.549,332.0,0.323,109.0,0.106,72.0,0.07,91.0,0.088,2925.0,7085.0,12.0,3.0,5.0,0.6,0.0,0.0,0.0,6.0,0.5,4.0,0.333,2.0,0.167,0.0,0.0,0.0,0.0
203082,2092.0,138,352,0.392,405,129.0,330.0,0.391,0.575,2092.0,93,228,0.408,201,15.0,55.0,0.273,0.441,2014-15,2092.0,187.0,43.0,114.0,0.377,6.0,10.0,0.6,93.0,0.497,36.0,0.193,12.0,0.064,16.0,0.086,6.0,0.032,2092.0,2106.0,7.0,2.0,5.0,0.4,2.0,2.0,1.0,7.0,1.0,1.0,0.143,0.0,0.0,0.0,0.0,1.0,0.143
203083,2502.0,3,9,0.333,6,0.0,2.0,0.0,0.333,2502.0,6,22,0.273,12,0.0,0.0,,0.273,2014-15,2502.0,18.0,5.0,13.0,0.385,1.0,6.0,0.167,12.0,0.667,0.0,0.0,0.0,0.0,2.0,0.111,3.0,0.167,2502.0,2584.0,404.0,100.0,260.0,0.385,17.0,46.0,0.37,220.0,0.545,57.0,0.141,21.0,0.052,33.0,0.082,23.0,0.057
203084,2318.0,102,247,0.413,289,85.0,202.0,0.421,0.585,2318.0,47,115,0.409,96,2.0,9.0,0.222,0.417,2014-15,2318.0,180.0,50.0,107.0,0.467,29.0,38.0,0.763,131.0,0.728,31.0,0.172,9.0,0.05,10.0,0.056,20.0,0.111,2318.0,3090.0,97.0,20.0,45.0,0.444,7.0,10.0,0.7,49.0,0.505,26.0,0.268,6.0,0.062,9.0,0.093,5.0,0.052
203085,1563.0,36,113,0.319,105,33.0,108.0,0.306,0.465,1563.0,39,128,0.305,84,6.0,22.0,0.273,0.328,2014-15,1563.0,440.0,91.0,210.0,0.433,41.0,64.0,0.641,229.0,0.52,123.0,0.28,45.0,0.102,23.0,0.052,32.0,0.073,1563.0,2573.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203086,847.0,60,135,0.444,163,43.0,104.0,0.413,0.604,847.0,8,20,0.4,16,0.0,2.0,0.0,0.4,2014-15,847.0,23.0,5.0,10.0,0.5,4.0,4.0,1.0,16.0,0.696,7.0,0.304,2.0,0.087,1.0,0.043,2.0,0.087,847.0,1221.0,25.0,5.0,9.0,0.556,0.0,0.0,0.0,10.0,0.4,13.0,0.52,0.0,0.0,2.0,0.08,0.0,0.0
203087,633.0,27,86,0.314,77,23.0,73.0,0.315,0.448,633.0,34,90,0.378,82,14.0,33.0,0.424,0.456,2014-15,633.0,115.0,27.0,58.0,0.466,23.0,24.0,0.958,82.0,0.713,31.0,0.27,7.0,0.061,5.0,0.043,12.0,0.104,633.0,858.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
203088,417.0,13,40,0.325,39,13.0,40.0,0.325,0.488,417.0,15,28,0.536,35,5.0,6.0,0.833,0.625,2014-15,414.0,110.0,11.0,25.0,0.44,0.0,0.0,0.0,25.0,0.227,52.0,0.473,20.0,0.182,9.0,0.082,0.0,0.0,414.0,850.0,18.0,3.0,6.0,0.5,1.0,2.0,0.5,7.0,0.389,8.0,0.444,2.0,0.111,0.0,0.0,1.0,0.056
203089,1228.0,2,4,0.5,4,,,,0.5,1228.0,2,7,0.286,4,,,,0.286,2014-15,1211.0,28.0,6.0,17.0,0.353,3.0,4.0,0.75,16.0,0.571,5.0,0.179,2.0,0.071,1.0,0.036,2.0,0.071,1211.0,1568.0,118.0,22.0,44.0,0.5,10.0,14.0,0.714,54.0,0.458,37.0,0.314,13.0,0.11,12.0,0.102,8.0,0.068
203090,674.0,9,44,0.205,27,9.0,43.0,0.209,0.307,674.0,1,16,0.063,3,1.0,13.0,0.077,0.094,2014-15,674.0,83.0,13.0,29.0,0.448,5.0,14.0,0.357,32.0,0.386,27.0,0.325,8.0,0.096,10.0,0.12,7.0,0.084,674.0,750.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.667,2.0,0.333,0.0,0.0,0.0,0.0,1.0,0.167
203092,1731.0,56,107,0.523,112,,,,0.523,1731.0,4,6,0.667,8,,,,0.667,2014-15,1731.0,27.0,11.0,19.0,0.579,4.0,6.0,0.667,26.0,0.963,2.0,0.074,0.0,0.0,1.0,0.037,4.0,0.148,1731.0,2675.0,146.0,36.0,85.0,0.424,10.0,10.0,1.0,83.0,0.568,36.0,0.247,2.0,0.014,11.0,0.075,5.0,0.034
203093,889.0,13,37,0.351,37,11.0,28.0,0.393,0.5,889.0,3,19,0.158,8,2.0,8.0,0.25,0.211,2014-15,889.0,65.0,16.0,31.0,0.516,13.0,18.0,0.722,46.0,0.708,14.0,0.215,8.0,0.123,3.0,0.046,9.0,0.138,889.0,1315.0,68.0,20.0,45.0,0.444,4.0,6.0,0.667,45.0,0.662,16.0,0.235,1.0,0.015,1.0,0.015,3.0,0.044
203094,492.0,38,98,0.388,88,12.0,39.0,0.308,0.449,492.0,9,17,0.529,19,1.0,2.0,0.5,0.559,2014-15,492.0,16.0,3.0,10.0,0.3,2.0,4.0,0.5,8.0,0.5,2.0,0.125,1.0,0.063,1.0,0.063,2.0,0.125,492.0,818.0,57.0,11.0,31.0,0.355,5.0,9.0,0.556,29.0,0.509,15.0,0.263,2.0,0.035,3.0,0.053,5.0,0.088
203095,1661.0,69,178,0.388,199,61.0,158.0,0.386,0.559,1661.0,44,133,0.331,110,22.0,64.0,0.344,0.414,2014-15,1661.0,435.0,74.0,178.0,0.416,50.0,62.0,0.806,207.0,0.476,146.0,0.336,37.0,0.085,30.0,0.069,31.0,0.071,1661.0,2203.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.5,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
203096,1566.0,95,254,0.374,236,46.0,167.0,0.275,0.465,1566.0,24,81,0.296,51,3.0,10.0,0.3,0.315,2014-15,1566.0,133.0,33.0,81.0,0.407,12.0,20.0,0.6,81.0,0.609,24.0,0.18,2.0,0.015,14.0,0.105,10.0,0.075,1566.0,3156.0,243.0,54.0,129.0,0.419,18.0,25.0,0.72,127.0,0.523,61.0,0.251,21.0,0.086,12.0,0.049,13.0,0.053
203098,297.0,24,52,0.462,67,19.0,44.0,0.432,0.644,297.0,13,27,0.481,28,2.0,6.0,0.333,0.519,2014-15,297.0,29.0,4.0,9.0,0.444,4.0,4.0,1.0,12.0,0.414,10.0,0.345,2.0,0.069,3.0,0.103,2.0,0.069,297.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203099,89.0,5,14,0.357,13,3.0,11.0,0.273,0.464,89.0,2,6,0.333,5,1.0,2.0,0.5,0.417,2014-15,89.0,11.0,1.0,5.0,0.2,1.0,2.0,0.5,3.0,0.273,1.0,0.091,2.0,0.182,2.0,0.182,1.0,0.091,89.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203100,895.0,26,89,0.292,77,25.0,86.0,0.291,0.433,895.0,15,68,0.221,42,12.0,54.0,0.222,0.309,2014-15,895.0,365.0,62.0,163.0,0.38,52.0,82.0,0.634,183.0,0.501,99.0,0.271,27.0,0.074,29.0,0.079,41.0,0.112,895.0,2324.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203101,1194.0,5,11,0.455,10,,,,0.455,1194.0,4,8,0.5,8,,,,0.5,2014-15,1194.0,15.0,6.0,9.0,0.667,4.0,6.0,0.667,16.0,1.067,2.0,0.133,0.0,0.0,1.0,0.067,3.0,0.2,1194.0,1645.0,81.0,17.0,48.0,0.354,5.0,12.0,0.417,39.0,0.481,13.0,0.16,4.0,0.049,8.0,0.099,6.0,0.074
203103,631.0,15,67,0.224,42,12.0,53.0,0.226,0.313,631.0,12,28,0.429,26,2.0,6.0,0.333,0.464,2014-15,631.0,63.0,20.0,36.0,0.556,6.0,12.0,0.5,49.0,0.778,13.0,0.206,1.0,0.016,5.0,0.079,6.0,0.095,631.0,786.0,35.0,9.0,23.0,0.391,4.0,4.0,1.0,22.0,0.629,6.0,0.171,1.0,0.029,2.0,0.057,2.0,0.057
203105,504.0,2,11,0.182,4,,,,0.182,504.0,0,2,0.0,0,,,,0.0,2014-15,504.0,2.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,504.0,764.0,65.0,13.0,34.0,0.382,4.0,12.0,0.333,31.0,0.477,12.0,0.185,1.0,0.015,9.0,0.138,6.0,0.092
203106,430.0,14,39,0.359,39,11.0,34.0,0.324,0.5,430.0,7,23,0.304,14,0.0,0.0,,0.304,2014-15,430.0,75.0,9.0,35.0,0.257,17.0,20.0,0.85,38.0,0.507,21.0,0.28,1.0,0.013,7.0,0.093,10.0,0.133,430.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203108,158.0,0,0,,0,,,,,158.0,0,0,,0,,,,,2014-15,158.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.667,1.0,0.333,0.0,0.0,1.0,0.333,1.0,0.333,158.0,153.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203109,1647.0,84,232,0.362,227,59.0,176.0,0.335,0.489,1647.0,36,111,0.324,74,2.0,25.0,0.08,0.333,2014-15,1647.0,127.0,28.0,67.0,0.418,31.0,38.0,0.816,91.0,0.717,31.0,0.244,4.0,0.031,5.0,0.039,19.0,0.15,1647.0,2563.0,24.0,5.0,11.0,0.455,5.0,6.0,0.833,15.0,0.625,6.0,0.25,4.0,0.167,0.0,0.0,3.0,0.125
203110,2490.0,134,372,0.36,378,110.0,321.0,0.343,0.508,2490.0,14,47,0.298,29,1.0,8.0,0.125,0.309,2014-15,2490.0,165.0,31.0,64.0,0.484,18.0,30.0,0.6,85.0,0.515,47.0,0.285,16.0,0.097,17.0,0.103,15.0,0.091,2490.0,5192.0,186.0,12.0,31.0,0.387,8.0,10.0,0.8,34.0,0.183,112.0,0.602,21.0,0.113,6.0,0.032,6.0,0.032
203112,1287.0,64,164,0.39,145,17.0,49.0,0.347,0.442,1287.0,8,27,0.296,16,0.0,4.0,0.0,0.296,2014-15,1283.0,44.0,10.0,20.0,0.5,5.0,6.0,0.833,26.0,0.591,12.0,0.273,2.0,0.045,6.0,0.136,3.0,0.068,1283.0,2046.0,130.0,8.0,23.0,0.348,7.0,10.0,0.7,24.0,0.185,81.0,0.623,14.0,0.108,5.0,0.038,5.0,0.038
203113,120.0,4,20,0.2,11,3.0,17.0,0.176,0.275,120.0,2,5,0.4,4,0.0,1.0,0.0,0.4,2014-15,120.0,10.0,1.0,7.0,0.143,1.0,2.0,0.5,3.0,0.3,2.0,0.2,0.0,0.0,0.0,0.0,1.0,0.1,120.0,177.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203114,2378.0,145,339,0.428,391,101.0,242.0,0.417,0.577,2378.0,116,264,0.439,237,5.0,18.0,0.278,0.449,2014-15,2345.0,283.0,46.0,111.0,0.414,15.0,18.0,0.833,110.0,0.389,113.0,0.399,25.0,0.088,18.0,0.064,10.0,0.035,2345.0,3450.0,126.0,29.0,57.0,0.509,10.0,12.0,0.833,68.0,0.54,46.0,0.365,8.0,0.063,5.0,0.04,6.0,0.048
