comparable_name,season,games_in_season,actual_wins,simulated_wins_mean,simulated_wins_p10,simulated_wins_p50,simulated_wins_p90,actual_percentile,league_baseline_per36
PHI 2019-20,2019-20,73,43,41.677,30.0,42.0,52.0,59.099999999999994,15.18435372829042
PHX 2019-20,2019-20,73,34,41.072,30.0,42.0,51.0,21.5,15.18435372829042
POR 2019-20,2019-20,74,35,39.448,29.0,39.0,51.0,32.300000000000004,15.18435372829042
SAC 2019-20,2019-20,72,31,43.078,32.0,43.0,54.0,9.0,15.18435372829042
SAS 2019-20,2019-20,71,32,39.039,28.0,39.0,50.0,21.9,15.18435372829042
TOR 2019-20,2019-20,72,53,41.955,31.0,42.0,52.10000000000002,91.9,15.18435372829042
UTA 2019-20,2019-20,72,44,43.118,33.0,43.0,53.0,55.60000000000001,15.18435372829042
WAS 2019-20,2019-20,72,25,38.386,27.0,39.0,48.10000000000002,7.000000000000001,15.18435372829042
ATL 2020-21,2020-21,72,41,42.414,32.0,42.0,53.0,45.1,15.43437809095041
BOS 2020-21,2020-21,72,36,38.72,28.0,39.0,49.0,37.9,15.43437809095041
BKN 2020-21,2020-21,72,48,44.812,34.0,45.0,55.0,63.9,15.43437809095041
CHA 2020-21,2020-21,72,33,35.485,24.0,35.0,47.0,41.4,15.43437809095041
CHI 2020-21,2020-21,72,31,37.791,27.0,38.0,49.0,23.3,15.43437809095041
CLE 2020-21,2020-21,72,22,33.926,23.0,34.0,45.0,8.6,15.43437809095041
DAL 2020-21,2020-21,72,42,45.066,35.0,46.0,55.0,34.9,15.43437809095041
DEN 2020-21,2020-21,72,47,44.216,34.0,45.0,54.0,64.0,15.43437809095041
DET 2020-21,2020-21,72,20,27.776,18.0,27.0,38.0,19.2,15.43437809095041
GSW 2020-21,2020-21,72,39,35.058,24.0,35.0,46.0,69.1,15.43437809095041
HOU 2020-21,2020-21,72,17,30.941,20.0,31.0,42.0,5.7,15.43437809095041
IND 2020-21,2020-21,72,34,41.862,31.0,42.0,52.0,17.9,15.43437809095041
LAC 2020-21,2020-21,72,47,37.415,26.0,37.0,49.0,87.3,15.43437809095041
LAL 2020-21,2020-21,72,42,37.64,27.0,37.0,49.0,71.0,15.43437809095041
MEM 2020-21,2020-21,72,38,38.351,28.0,38.0,49.0,51.1,15.43437809095041
MIA 2020-21,2020-21,72,40,41.622,31.0,42.0,52.0,43.7,15.43437809095041
MIL 2020-21,2020-21,72,46,44.535,34.0,45.0,54.0,57.99999999999999,15.43437809095041
MIN 2020-21,2020-21,72,23,37.063,26.0,37.0,48.0,4.7,15.43437809095041
NOP 2020-21,2020-21,72,31,36.765,26.0,36.0,48.0,27.0,15.43437809095041
NYK 2020-21,2020-21,72,41,30.017,20.0,30.0,41.0,90.9,15.43437809095041
OKC 2020-21,2020-21,72,22,27.065,17.900000000000006,27.0,37.0,30.2,15.43437809095041
ORL 2020-21,2020-21,72,21,28.86,19.0,29.0,39.10000000000002,19.2,15.43437809095041
PHI 2020-21,2020-21,72,49,44.5,34.0,45.0,55.0,72.3,15.43437809095041
PHX 2020-21,2020-21,72,51,43.409,33.0,44.0,53.0,84.7,15.43437809095041
POR 2020-21,2020-21,72,42,41.199,30.0,42.0,52.0,54.900000000000006,15.43437809095041
SAC 2020-21,2020-21,72,31,39.018,28.0,39.0,49.0,18.099999999999998,15.43437809095041
SAS 2020-21,2020-21,72,33,37.573,26.0,37.0,49.0,32.300000000000004,15.43437809095041
TOR 2020-21,2020-21,72,27,37.609,27.0,38.0,49.0,12.2,15.43437809095041
UTA 2020-21,2020-21,72,52,43.439,33.0,44.0,54.0,86.8,15.43437809095041
WAS 2020-21,2020-21,72,34,37.179,26.0,37.0,49.0,39.0,15.43437809095041
ATL 2021-22,2021-22,82,43,48.156,35.0,49.0,60.0,30.3,15.767829639127497
BOS 2021-22,2021-22,82,51,49.467,37.0,50.0,61.0,56.49999999999999,15.767829639127497
BKN 2021-22,2021-22,82,44,45.329,33.0,45.0,58.0,45.9,15.767829639127497
CHA 2021-22,2021-22,82,43,47.769,35.0,48.0,59.0,31.1,15.767829639127497
CHI 2021-22,2021-22,82,46,46.063,33.0,47.0,58.0,48.6,15.767829639127497
CLE 2021-22,2021-22,82,44,39.054,27.0,39.0,52.0,69.8,15.767829639127497
DAL 2021-22,2021-22,82,52,48.964,38.0,49.0,60.0,64.9,15.767829639127497
DEN 2021-22,2021-22,82,48,50.665,39.0,51.0,62.0,40.1,15.767829639127497
DET 2021-22,2021-22,82,23,35.671,24.0,35.0,48.0,8.7,15.767829639127497
GSW 2021-22,2021-22,82,53,45.072,32.0,45.0,57.0,80.0,15.767829639127497
HOU 2021-22,2021-22,82,20,32.213,21.0,32.0,44.0,8.5,15.767829639127497
IND 2021-22,2021-22,82,25,43.172,31.0,43.0,55.0,2.6,15.767829639127497
LAC 2021-22,2021-22,82,42,46.924,35.0,47.0,59.0,32.6,15.767829639127497
LAL 2021-22,2021-22,82,33,39.507,27.0,40.0,52.0,27.700000000000003,15.767829639127497
MEM 2021-22,2021-22,82,56,48.806,37.0,49.0,60.0,80.60000000000001,15.767829639127497
MIA 2021-22,2021-22,82,53,44.897,32.0,45.0,58.0,78.0,15.767829639127497
MIL 2021-22,2021-22,82,51,51.021,39.0,51.0,63.0,50.9,15.767829639127497
MIN 2021-22,2021-22,82,46,41.337,29.0,41.0,53.0,69.39999999999999,15.767829639127497
NOP 2021-22,2021-22,82,36,42.305,30.0,42.0,54.0,27.900000000000002,15.767829639127497
NYK 2021-22,2021-22,82,37,46.885,35.0,47.0,58.0,15.7,15.767829639127497
OKC 2021-22,2021-22,82,24,23.841,14.0,23.0,34.0,57.49999999999999,15.767829639127497
ORL 2021-22,2021-22,82,22,30.629,19.0,30.0,42.0,19.1,15.767829639127497
PHI 2021-22,2021-22,82,51,51.936,40.0,52.0,63.0,47.599999999999994,15.767829639127497
PHX 2021-22,2021-22,82,64,53.142,42.0,54.0,64.0,91.2,15.767829639127497
POR 2021-22,2021-22,82,27,44.957,33.0,45.0,58.0,2.8000000000000003,15.767829639127497
SAC 2021-22,2021-22,82,30,43.468,31.0,44.0,56.0,8.4,15.767829639127497
SAS 2021-22,2021-22,82,34,42.355,31.0,42.0,54.0,18.9,15.767829639127497
TOR 2021-22,2021-22,82,48,40.628,29.0,41.0,52.0,79.80000000000001,15.767829639127497
UTA 2021-22,2021-22,82,49,50.714,39.0,51.0,62.0,42.3,15.767829639127497
WAS 2021-22,2021-22,82,35,41.154,29.0,41.0,53.0,28.9,15.767829639127497
ATL 2022-23,2022-23,82,41,49.208,38.0,50.0,61.0,19.5,15.818213721546403
BOS 2022-23,2022-23,82,57,50.948,38.0,52.0,63.0,76.1,15.818213721546403
BKN 2022-23,2022-23,82,45,44.077,32.0,44.0,56.0,57.3,15.818213721546403
CHA 2022-23,2022-23,82,27,44.103,32.0,44.0,57.0,4.0,15.818213721546403
CHI 2022-23,2022-23,82,40,44.686,32.0,45.0,57.0,32.6,15.818213721546403
CLE 2022-23,2022-23,82,51,47.79,36.0,48.0,59.0,64.3,15.818213721546403
DAL 2022-23,2022-23,82,38,43.464,30.0,43.0,56.0,30.599999999999998,15.818213721546403
DEN 2022-23,2022-23,82,53,49.08,37.0,50.0,60.0,68.4,15.818213721546403
DET 2022-23,2022-23,82,17,34.524,22.0,34.0,47.0,2.9000000000000004,15.818213721546403
GSW 2022-23,2022-23,82,44,47.208,36.0,47.0,59.0,38.4,15.818213721546403
HOU 2022-23,2022-23,82,22,32.448,21.0,32.0,44.0,14.2,15.818213721546403
IND 2022-23,2022-23,82,35,38.747,26.0,39.0,52.0,37.2,15.818213721546403
LAC 2022-23,2022-23,82,44,44.445,33.0,45.0,57.0,49.8,15.818213721546403
LAL 2022-23,2022-23,82,43,44.244,32.0,44.0,56.0,45.6,15.818213721546403
MEM 2022-23,2022-23,82,51,46.784,35.0,47.0,58.0,69.8,15.818213721546403
MIA 2022-23,2022-23,82,44,43.943,32.0,44.0,57.0,52.1,15.818213721546403
MIL 2022-23,2022-23,82,58,50.993,39.0,51.0,62.0,79.5,15.818213721546403
MIN 2022-23,2022-23,82,42,49.798,38.0,50.0,61.0,20.4,15.818213721546403
NOP 2022-23,2022-23,82,42,46.843,35.0,47.0,59.0,32.2,15.818213721546403
NYK 2022-23,2022-23,82,47,49.78,39.0,50.0,60.0,39.0,15.818213721546403
OKC 2022-23,2022-23,82,40,35.677,23.900000000000006,35.0,48.0,70.19999999999999,15.818213721546403
ORL 2022-23,2022-23,82,34,38.761,27.0,39.0,51.0,32.6,15.818213721546403
PHI 2022-23,2022-23,82,54,47.831,35.0,48.0,60.10000000000002,72.89999999999999,15.818213721546403
PHX 2022-23,2022-23,82,45,49.394,37.0,50.0,61.0,32.800000000000004,15.818213721546403
POR 2022-23,2022-23,82,33,35.003,23.0,35.0,47.0,45.300000000000004,15.818213721546403
SAC 2022-23,2022-23,82,48,45.458,33.0,46.0,58.0,61.5,15.818213721546403
SAS 2022-23,2022-23,82,22,30.905,20.0,30.0,43.0,17.599999999999998,15.818213721546403
TOR 2022-23,2022-23,82,41,49.529,38.0,50.0,61.0,18.3,15.818213721546403
UTA 2022-23,2022-23,82,37,33.313,21.900000000000006,33.0,46.0,67.30000000000001,15.818213721546403
WAS 2022-23,2022-23,82,35,43.339,31.0,44.0,56.0,20.5,15.818213721546403
ATL 2023-24,2023-24,82,36,48.312,36.0,49.0,60.0,11.5,16.317474132409853
BOS 2023-24,2023-24,82,64,51.078,39.900000000000006,51.0,63.0,93.5,16.317474132409853
BKN 2023-24,2023-24,82,32,45.159,33.0,45.0,57.0,8.4,16.317474132409853
CHA 2023-24,2023-24,82,21,37.025,26.0,37.0,49.0,4.8,16.317474132409853
CHI 2023-24,2023-24,82,39,45.794,34.0,46.0,57.0,24.7,16.317474132409853
CLE 2023-24,2023-24,82,48,49.544,37.0,50.0,61.0,44.1,16.317474132409853
DAL 2023-24,2023-24,82,50,44.1,32.0,44.0,56.0,74.6,16.317474132409853
DEN 2023-24,2023-24,82,57,49.014,37.0,49.0,60.0,81.8,16.317474132409853
DET 2023-24,2023-24,82,14,30.137,19.0,30.0,42.0,3.0,16.317474132409853
GSW 2023-24,2023-24,82,46,42.221,30.0,42.0,55.0,68.2,16.317474132409853
HOU 2023-24,2023-24,82,41,40.424,29.0,41.0,52.0,53.900000000000006,16.317474132409853
IND 2023-24,2023-24,82,47,47.086,35.0,47.5,58.10000000000002,50.0,16.317474132409853
LAC 2023-24,2023-24,82,51,43.133,31.0,43.0,56.0,79.2,16.317474132409853
LAL 2023-24,2023-24,82,47,43.441,31.0,43.0,55.0,65.2,16.317474132409853
MEM 2023-24,2023-24,82,27,42.145,31.0,42.0,53.0,5.8999999999999995,16.317474132409853
MIA 2023-24,2023-24,82,46,41.688,30.0,42.0,53.0,69.8,16.317474132409853
MIL 2023-24,2023-24,82,49,46.849,34.900000000000006,47.0,59.0,60.3,16.317474132409853
MIN 2023-24,2023-24,82,56,48.345,36.0,48.5,60.0,78.8,16.317474132409853
NOP 2023-24,2023-24,82,49,45.995,34.0,46.0,58.0,64.7,16.317474132409853
NYK 2023-24,2023-24,82,50,48.286,36.0,48.0,60.0,58.3,16.317474132409853
OKC 2023-24,2023-24,82,57,39.989,28.0,40.0,52.0,97.1,16.317474132409853
ORL 2023-24,2023-24,82,47,42.439,30.0,42.0,55.0,69.1,16.317474132409853
PHI 2023-24,2023-24,82,47,49.329,37.0,50.0,61.0,40.6,16.317474132409853
PHX 2023-24,2023-24,82,49,43.195,31.0,44.0,55.0,74.1,16.317474132409853
POR 2023-24,2023-24,82,21,33.746,22.0,33.5,46.0,8.7,16.317474132409853
SAC 2023-24,2023-24,82,46,50.666,40.0,51.0,61.0,30.5,16.317474132409853
SAS 2023-24,2023-24,82,22,38.29,27.0,38.0,50.0,4.3999999999999995,16.317474132409853
TOR 2023-24,2023-24,82,25,45.955,35.0,46.0,58.0,1.9,16.317474132409853
UTA 2023-24,2023-24,82,31,35.561,24.0,35.0,48.0,34.4,16.317474132409853
WAS 2023-24,2023-24,82,15,43.612,31.0,44.0,56.0,0.2,16.317474132409853
ATL 2024-25,2024-25,82,40,43.349,32.0,43.0,55.0,38.7,16.455690050533306
BOS 2024-25,2024-25,82,61,53.558,42.0,54.0,65.0,81.0,16.455690050533306
BKN 2024-25,2024-25,82,26,35.567,24.0,35.0,48.0,17.4,16.455690050533306
CHA 2024-25,2024-25,82,19,38.476,26.0,38.0,51.0,1.4000000000000001,16.455690050533306
CHI 2024-25,2024-25,82,39,47.067,35.0,47.0,59.0,20.1,16.455690050533306
CLE 2024-25,2024-25,82,64,46.373,34.900000000000006,47.0,58.0,98.0,16.455690050533306
DAL 2024-25,2024-25,82,39,44.518,32.0,45.0,57.0,31.2,16.455690050533306
DEN 2024-25,2024-25,82,50,49.942,38.0,50.0,62.0,50.9,16.455690050533306
DET 2024-25,2024-25,82,44,42.567,30.900000000000006,43.0,55.0,59.0,16.455690050533306
GSW 2024-25,2024-25,82,48,48.105,36.0,48.0,60.0,51.2,16.455690050533306
HOU 2024-25,2024-25,82,52,47.598,37.0,47.0,59.0,71.0,16.455690050533306
IND 2024-25,2024-25,82,50,50.739,39.0,51.0,61.10000000000002,45.7,16.455690050533306
LAC 2024-25,2024-25,82,50,42.739,30.0,43.0,55.0,78.0,16.455690050533306
LAL 2024-25,2024-25,82,50,44.1,32.0,44.0,56.0,73.8,16.455690050533306
MEM 2024-25,2024-25,82,48,34.182,23.0,34.0,46.0,93.5,16.455690050533306
MIA 2024-25,2024-25,82,37,43.223,31.0,43.0,55.0,28.599999999999998,16.455690050533306
MIL 2024-25,2024-25,82,48,46.211,33.0,47.0,58.0,58.599999999999994,16.455690050533306
MIN 2024-25,2024-25,82,49,48.339,36.0,49.0,60.0,52.1,16.455690050533306
NOP 2024-25,2024-25,82,21,43.875,32.0,44.0,56.0,0.8,16.455690050533306
NYK 2024-25,2024-25,82,51,47.169,35.0,47.0,59.0,67.30000000000001,16.455690050533306
OKC 2024-25,2024-25,82,68,55.826,45.0,56.5,66.0,95.8,16.455690050533306
ORL 2024-25,2024-25,82,41,45.368,33.0,46.0,57.0,33.300000000000004,16.455690050533306
PHI 2024-25,2024-25,82,24,34.025,22.0,34.0,46.0,16.900000000000002,16.455690050533306
PHX 2024-25,2024-25,82,36,42.993,30.0,44.0,55.10000000000002,25.0,16.455690050533306
POR 2024-25,2024-25,82,36,37.713,26.0,37.5,50.0,45.800000000000004,16.455690050533306
SAC 2024-25,2024-25,82,40,48.701,37.0,49.0,60.0,18.0,16.455690050533306
SAS 2024-25,2024-25,82,34,42.216,30.0,43.0,54.10000000000002,20.7,16.455690050533306
TOR 2024-25,2024-25,82,30,39.539,28.0,39.0,52.0,16.7,16.455690050533306
UTA 2024-25,2024-25,82,17,37.639,25.0,38.0,50.0,1.0,16.455690050533306
WAS 2024-25,2024-25,82,18,29.428,18.0,29.0,41.0,10.4,16.455690050533306
ATL 2025-26,2025-26,82,46,46.638,35.0,47.0,58.0,49.9,16.022327164389637
BOS 2025-26,2025-26,82,56,52.424,41.0,53.0,63.0,64.9,16.022327164389637
BKN 2025-26,2025-26,82,20,24.95,15.0,24.0,36.0,32.2,16.022327164389637
CHA 2025-26,2025-26,82,44,33.33,22.0,33.0,45.0,89.1,16.022327164389637
CHI 2025-26,2025-26,82,31,48.602,36.0,49.0,60.0,3.5000000000000004,16.022327164389637
CLE 2025-26,2025-26,82,52,51.633,40.0,52.0,63.0,52.0,16.022327164389637
DAL 2025-26,2025-26,82,26,34.801,23.0,35.0,47.0,19.400000000000002,16.022327164389637
DEN 2025-26,2025-26,82,54,48.526,37.0,49.0,59.10000000000002,74.0,16.022327164389637
DET 2025-26,2025-26,82,60,46.691,35.0,47.0,58.0,94.6,16.022327164389637
GSW 2025-26,2025-26,82,37,47.418,35.0,48.0,60.0,15.9,16.022327164389637
HOU 2025-26,2025-26,82,52,47.386,35.0,47.0,59.0,70.89999999999999,16.022327164389637
IND 2025-26,2025-26,82,19,40.958,28.0,41.0,53.0,0.7000000000000001,16.022327164389637
LAC 2025-26,2025-26,82,42,42.833,30.0,43.0,55.0,47.5,16.022327164389637
LAL 2025-26,2025-26,82,53,47.062,34.0,48.0,59.0,74.1,16.022327164389637
MEM 2025-26,2025-26,82,25,40.925,28.0,41.0,54.0,6.2,16.022327164389637
MIA 2025-26,2025-26,82,43,46.064,34.0,47.0,58.0,38.9,16.022327164389637
MIL 2025-26,2025-26,82,32,44.481,32.0,45.0,57.0,11.3,16.022327164389637
MIN 2025-26,2025-26,82,49,52.101,41.0,52.0,63.0,37.8,16.022327164389637
NOP 2025-26,2025-26,82,26,34.691,22.0,35.0,47.0,18.8,16.022327164389637
NYK 2025-26,2025-26,82,53,49.164,37.0,49.0,61.0,66.5,16.022327164389637
OKC 2025-26,2025-26,82,64,57.977,48.0,59.0,68.0,78.60000000000001,16.022327164389637
ORL 2025-26,2025-26,82,45,46.617,34.0,47.0,59.0,44.6,16.022327164389637
PHI 2025-26,2025-26,82,45,35.37,24.0,35.0,47.0,85.0,16.022327164389637
PHX 2025-26,2025-26,82,45,45.369,33.0,45.0,57.0,50.7,16.022327164389637
POR 2025-26,2025-26,82,42,43.214,31.0,44.0,55.0,45.0,16.022327164389637
SAC 2025-26,2025-26,82,22,41.129,29.0,41.0,53.0,2.7,16.022327164389637
SAS 2025-26,2025-26,82,62,44.065,32.0,44.0,56.0,98.4,16.022327164389637
TOR 2025-26,2025-26,82,46,44.225,32.0,45.0,56.0,56.8,16.022327164389637
UTA 2025-26,2025-26,82,22,35.222,24.0,35.0,48.0,8.0,16.022327164389637
WAS 2025-26,2025-26,82,17,36.472,25.0,36.0,48.0,0.8999999999999999,16.022327164389637
