GAME_ID,season,home_win,net_rating_diff,rest_days_diff,is_b2b_home,is_b2b_away,three_pt_rate_diff,pace_diff
21100983,2011-12,1,2.028300442001263,-3.0,0,0,-0.023694151944628317,-0.59076923076924
21200055,2012-13,1,5.435181983898149,1.0,0,0,0.04759781627991627,-5.230000000000004
21200072,2012-13,0,-8.604218292196931,0.0,0,0,-0.00892079578600391,-0.7626666666666608
21200149,2012-13,1,7.415273523171045,2.0,0,1,0.10505161231442592,-0.5627777777777823
21200162,2012-13,1,9.729752105616484,0.0,0,0,-0.007562323477834643,-0.9022222222222211
21200185,2012-13,1,-4.064414757222248,0.0,1,1,0.04517061693560451,0.2742424242424164
21200212,2012-13,1,9.232880422968522,2.0,0,0,0.04986580482628952,-2.7341025641025567
21200227,2012-13,0,9.077190851714947,-1.0,0,0,0.014468410121782682,-1.0457435897435943
21200260,2012-13,1,2.8156204032612453,3.0,0,0,0.05339357939142508,-1.5009523809523984
21200273,2012-13,1,10.818777350483336,-1.0,0,0,0.016336936364796162,-0.519999999999996
21200322,2012-13,1,10.69519597642794,0.0,1,1,0.05102901462479065,-2.9747368421052585
21200337,2012-13,0,3.809537754071976,1.0,0,1,0.045179904920974456,-1.8627826086956532
21200371,2012-13,0,-6.860277439779852,-1.0,1,0,0.049654404068454755,0.1950000000000216
21200391,2012-13,1,-1.1458905430330157,0.0,1,1,0.12818122446192434,1.7786666666666662
21200414,2012-13,1,4.528389233756963,0.0,0,0,0.08482100840837789,0.8333333333333286
21200438,2012-13,1,0.9177673789726803,0.0,1,1,0.05280188942870287,1.8483780332056199
21200489,2012-13,0,4.345140131224099,0.0,1,1,0.08848403777089103,-0.2832258064516111
21200533,2012-13,1,1.535021885570576,0.0,0,0,0.07612656297475259,-0.800190779014315
21200572,2012-13,1,-2.7172800149996115,1.0,0,1,0.01657511549969881,2.6262304409672765
21200594,2012-13,0,-8.428491221790214,0.0,1,1,0.010237591466147278,-3.2352380952380884
21200608,2012-13,1,1.6673010191819573,0.0,0,0,0.055855934607271285,-0.41097297297297075
21200633,2012-13,1,1.7486761410732323,1.0,0,1,0.08041738949074556,-0.18095238095239097
21200674,2012-13,1,2.6518129083322184,1.0,0,0,0.022080396332632313,0.5722424242424182
21200696,2012-13,0,-2.05485117346031,2.0,0,1,0.12246481074608195,1.7234589371980888
21200725,2012-13,1,-3.5816666506645403,0.0,1,1,0.12249559275452249,1.7310638297872316
21200738,2012-13,0,4.898027742969883,0.0,0,0,0.05386126518845147,2.9733163265306075
21200802,2012-13,0,-6.08393997682308,0.0,0,0,0.020453036165593852,1.3738039215686086
21200816,2012-13,1,7.861076335181224,-1.0,0,0,0.06911695070135274,-1.4461958041958098
21200902,2012-13,1,4.810037021632014,1.0,0,1,0.08437356176914221,1.5403389830508445
21200927,2012-13,0,0.124115813720718,0.0,1,1,0.018611641130955037,3.050650449497624
21200960,2012-13,1,-1.0623832983084502,0.0,1,1,-0.009971843979323658,-1.808791208791206
21200972,2012-13,1,6.48607316945158,0.0,0,0,0.08417274563351873,-1.4567788461538385
21200996,2012-13,0,1.3777453409837621,0.0,1,1,0.052284318635797716,-3.126060606060605
21201011,2012-13,1,1.6696254279996827,1.0,0,1,0.07051349180525246,-2.7227046585255437
21201025,2012-13,0,2.0747060594427715,1.0,0,1,0.003681886792670286,0.27176470588236157
21201086,2012-13,1,7.628478099977736,0.0,1,1,0.05787347474984944,0.36986301369863384
21201101,2012-13,1,5.3520736027334275,1.0,0,1,0.05349202687656912,-0.5533483483483366
21201113,2012-13,0,-3.6138730396609073,1.0,0,1,-0.06493247383388373,3.384416438356169
21201129,2012-13,0,4.137376716042857,0.0,0,0,0.08397354299693241,1.652119487908962
21201179,2012-13,1,2.272605473544724,0.0,0,0,0.06110237871826518,-2.7447711781888984
21201213,2012-13,0,2.5954799289599317,2.0,0,0,0.03925266492505622,0.9415000000000049
21300023,2013-14,1,-15.011883594457903,0.0,0,0,0.11811505507955936,8.280000000000001
21300086,2013-14,1,-5.6775770787676265,1.0,0,1,0.04547987459801747,-1.0640000000000072
21300116,2013-14,0,7.686252225527197,-1.0,0,0,-0.004797293760520682,5.1209523809523745
21300127,2013-14,1,4.456195295747101,0.0,0,0,0.03441578562345843,-6.203333333333347
21300166,2013-14,1,5.043852691297646,0.0,1,1,0.03769976537893649,2.4370909090909123
21300190,2013-14,0,9.91289829140655,0.0,1,1,0.07428293066983827,1.706153846153839
21300213,2013-14,0,5.321546974428341,1.0,0,0,0.019706781869237244,-0.4657142857142986
21300231,2013-14,1,-3.0679885739103745,0.0,0,0,0.002115004043631019,-1.0300000000000011
21300270,2013-14,1,-5.782039038051513,-1.0,0,0,-0.015412848861574957,-1.1215204678362625
21300282,2013-14,1,7.054760179207491,0.0,0,0,0.04370714229750905,-0.32711111111110824
21300313,2013-14,0,-5.399762418479194,2.0,0,0,0.05163381903864386,-1.9701253132832193
21300332,2013-14,1,0.9385717347811099,-1.0,0,0,0.0017981875569569317,-0.7000000000000028
21300357,2013-14,1,2.709035753693909,0.0,0,0,-0.01986890082674586,-1.7273188405796986
21300372,2013-14,1,3.6566608186569907,1.0,0,1,0.036646114071384434,0.06017391304347086
21300384,2013-14,1,9.830257890502523,0.0,0,0,0.06444936021144074,2.1819780219780114
21300440,2013-14,1,3.5375139032450083,1.0,0,1,0.10034743930252257,2.833701149425295
21300483,2013-14,0,-2.841910232870316,2.0,0,1,0.014590635305398059,-0.788823529411772
21300522,2013-14,1,-8.159801565558617,1.0,0,1,0.05166033108579299,3.228941176470599
21300533,2013-14,1,-2.0170658053387553,0.0,0,0,-0.03163557797868799,0.09777777777777885
21300579,2013-14,0,6.155735438138331,-1.0,0,0,0.04518672219125691,3.7138264580369906
21300612,2013-14,1,-5.175251868999368,2.0,0,0,0.028798150280169688,2.7240512820512777
21300635,2013-14,0,-7.174806216356047,0.0,0,0,0.06071426507801861,1.5392102206736382
21300699,2013-14,1,-3.1591352203726872,0.0,1,1,0.050611932344045485,-2.3928115942028967
21300721,2013-14,0,-7.1610312224800445,2.0,0,1,0.059031442070336004,2.545901942645699
21300750,2013-14,0,1.1461518626244924,0.0,0,0,0.12900391673827571,5.69916666666667
21300804,2013-14,0,0.5113035280800425,0.0,1,1,0.05822516204166758,0.2274600870827186
21300827,2013-14,1,1.60347221800695,0.0,1,1,0.008225914936522583,4.047232323232336
21300849,2013-14,0,-0.47460460954299416,1.0,0,0,0.08645099208832041,3.445090909090908
21300969,2013-14,1,7.3092142860895475,1.0,0,0,0.06328056693764941,2.4558870967742052
21300983,2013-14,1,1.0340785705466498,1.0,0,1,0.03863031614907925,-2.6566251526251534
21301004,2013-14,1,-4.299906971735108,-1.0,1,0,0.03452942157617689,2.182153846153838
21301025,2013-14,0,2.1097516443895312,1.0,0,0,0.12209289554098962,2.6958389868837713
21301048,2013-14,0,-3.3689280270819326,0.0,1,1,0.01337094238314207,-0.6812268907563066
21301071,2013-14,0,-4.928305204534017,-1.0,1,0,0.020145330956172935,-0.7612857142857195
21301103,2013-14,1,9.153581241246263,0.0,0,0,0.056179279128392434,-5.183318112633188
21301120,2013-14,0,-2.6898086507408703,0.0,0,0,0.09704699721540747,4.0865827471306915
21301132,2013-14,1,2.393451204848125,0.0,0,0,0.07942317713509503,1.27904694167853
21300677,2013-14,0,2.6478826132785085,-1.0,0,0,0.09445888669869004,-0.19710184552289434
21301166,2013-14,1,3.7237103476221174,-3.0,1,0,0.06918872313702468,1.6098701298701314
21301192,2013-14,1,-6.855920932457139,0.0,1,1,0.027029967471356386,4.155443037974678
21301207,2013-14,0,-0.28755858339861906,0.0,0,0,0.09801550378345175,2.0700000000000074
21400032,2014-15,1,-8.877228463047606,2.0,0,1,-0.02121287954621287,3.799999999999997
21400084,2014-15,1,7.719136860190577,0.0,1,1,0.0982649336231618,9.83999999999999
21400110,2014-15,1,7.957671266968909,0.0,0,0,-0.001107821632031658,6.053333333333342
21400124,2014-15,1,-0.5112996950052917,0.0,0,0,0.0002751806514556532,5.100714285714275
21400155,2014-15,0,10.021289072787244,1.0,0,0,0.11325868401081476,0.10133333333334349
21400174,2014-15,1,3.8357297890435254,1.0,0,0,0.030717510639412693,2.862000000000009
21400215,2014-15,0,-11.49877868283236,-1.0,1,0,0.03695631728402421,0.3447619047618957
21400225,2014-15,1,-3.228680970874352,-1.0,0,0,0.06984509706670913,2.150769230769228
21400237,2014-15,1,6.918206885401975,0.0,1,1,0.08177923522748304,1.0097478991596631
21400254,2014-15,1,6.74745053044084,1.0,0,0,0.03510654771332905,-3.221904761904767
21400295,2014-15,1,5.508841514928832,0.0,0,0,0.013108662892748646,-2.700233918128646
21400319,2014-15,1,17.211398141311058,-2.0,0,0,0.012513406157702911,-3.2120000000000033
21400330,2014-15,1,10.966511051467336,0.0,0,0,0.08264937755855925,1.799047619047613
21400358,2014-15,1,0.9122324193003513,1.0,0,1,0.04805786037570209,-0.14782608695649913
21400420,2014-15,1,0.4121520075087748,0.0,1,1,-0.011332953762235976,0.4051851851851893
21400434,2014-15,0,8.05740185660416,0.0,0,0,0.07605163044683003,-0.8809852216748766
21400466,2014-15,1,2.121434122661589,1.0,0,0,0.02547911809658321,1.4506666666666632
21400526,2014-15,1,0.9649084882169712,0.0,0,0,0.11914030028365519,0.6847058823529437
21400558,2014-15,1,2.469241517069678,0.0,0,0,0.1196076680585571,1.1144444444444446
21400613,2014-15,1,8.978996889927542,0.0,0,0,0.016793460563190532,-0.10926829268292693
21400628,2014-15,1,9.278707907800506,0.0,0,0,0.06242595369535303,-0.5261351052048866
21400642,2014-15,1,5.971189888879332,0.0,0,0,0.04332625879488261,-1.799379844961237
21400661,2014-15,1,17.61422816037103,0.0,0,0,0.13477995564227008,-2.491471861471851
21400683,2014-15,1,11.583881130997254,-1.0,0,0,0.056486843053951186,0.6878787878787875
21400697,2014-15,1,2.1741273628925972,0.0,0,0,-0.00426447622089704,-1.474782608695648
21400708,2014-15,1,19.489475824069086,0.0,1,1,0.021002509419130844,-1.761702127659575
21400732,2014-15,1,5.384694834239035,0.0,0,0,0.11974419028639025,-0.07102040816327815
21400749,2014-15,1,-4.108130296157059,0.0,0,0,0.0022150117939216396,-4.718723404255314
21400805,2014-15,0,1.9655297963084308,0.0,0,0,0.012399545440720472,-0.5968413696715658
21400843,2014-15,1,1.0646300429505002,2.0,0,1,0.006885748258509072,-0.9078813559322043
21400858,2014-15,1,12.444705497201522,0.0,0,0,0.08235608441935763,0.3445257210823769
21400892,2014-15,1,3.052199963853824,1.0,0,0,-0.08397028445083432,-3.2996610169491447
21400915,2014-15,1,2.4246645954457637,1.0,0,0,-0.001771314492524212,0.9081587301587319
21400939,2014-15,1,10.593212994103736,0.0,0,0,0.12344865023050572,-2.572109994711809
21401039,2014-15,0,1.3168478430104917,0.0,0,0,0.048325688326291416,-0.8826768968456946
21401077,2014-15,1,8.144128281857903,0.0,0,0,0.054391518056874144,3.5233802816901374
21401103,2014-15,1,5.40150829343459,0.0,0,0,0.09405189495820362,-0.7879452054794598
21401138,2014-15,1,8.357792577173973,3.0,0,1,0.07748544334435539,0.1840000000000117
21401154,2014-15,1,5.761610708894486,0.0,0,0,0.02818728170677992,-3.4025974025973937
21401176,2014-15,1,8.613301430272603,0.0,0,0,0.09975340235254618,-0.18820512820511226
21401205,2014-15,0,15.90001164168198,-1.0,1,0,0.081867916861915,1.930499999999995
21500026,2015-16,1,9.658887849020644,-1.0,1,0,0.023498173880189765,5.259999999999991
21500062,2015-16,1,17.07643210630406,-1.0,1,0,0.11427500504057683,2.4819999999999993
21500086,2015-16,1,7.275998473292266,0.0,1,1,0.0016470074884442631,-5.500571428571419
21500101,2015-16,0,3.667362539259155,0.0,0,0,0.12375488730596007,-3.417999999999992
21500117,2015-16,1,11.577993000699067,1.0,0,1,-0.01571278684584393,-4.042539682539669
21500148,2015-16,0,-1.6449852440897117,0.0,0,0,0.06216825824793487,3.3296969696969683
21500169,2015-16,1,6.116330597362376,-2.0,1,0,0.052652044749301075,-4.950209790209783
21500210,2015-16,1,-4.584683674778222,1.0,0,0,-0.016457886364853958,-3.713230769230776
21500256,2015-16,1,-4.641292826096711,-1.0,0,0,0.05547849077677458,-3.149349845201229
21500272,2015-16,0,-1.9128512042174899,-1.0,0,0,0.05129457796394171,1.1206666666666791
21500286,2015-16,1,9.970542069977578,0.0,0,0,0.017573015886371113,-2.368571428571414
21500347,2015-16,0,-11.003543661984514,1.0,0,1,0.09247637335850231,2.0049999999999955
21500360,2015-16,0,-1.5546068815434892,1.0,0,1,0.0738132114645349,2.9149090909090916
21500376,2015-16,1,12.732658246537596,0.0,0,0,-0.006500822105048043,-1.4707692307692355
21500413,2015-16,1,1.8034859113199915,0.0,1,1,-0.010205313047011721,-0.47999999999998977
21500429,2015-16,1,-0.497532731672085,1.0,0,1,0.023061496963367456,-2.710160919540229
21500442,2015-16,1,2.6865798214776477,0.0,0,0,0.05036387837541778,0.8856344086021579
21500521,2015-16,0,3.3555718750930517,0.0,0,0,0.05504505256251785,1.2354285714285709
21500551,2015-16,1,-0.6331434629971457,0.0,0,0,0.07715219607630527,-2.889507154213021
21500602,2015-16,1,8.49879189816071,0.0,1,1,0.11923973220648085,1.2530000000000001
21500620,2015-16,1,1.8807089411444182,-2.0,0,0,0.06071091564698333,1.1138211382113923
21500687,2015-16,0,-0.8901590760444282,1.0,0,1,0.0121134079381221,0.5416231884057794
21500723,2015-16,1,1.5759090973920582,0.0,1,1,-0.013429540287765551,1.3603755102040793
21500750,2015-16,1,-0.33689392373027705,0.0,0,0,0.04241747677342039,-1.4767026810724246
21500780,2015-16,0,4.087344287863257,0.0,1,1,0.06181817468828049,0.9814188679245319
21500808,2015-16,0,3.053245957971401,0.0,0,0,0.08397069331981499,4.591259005145787
21500819,2015-16,0,7.449068767840387,0.0,1,1,0.12953779918673927,2.7497012987013107
21500836,2015-16,0,-8.956338597936158,0.0,0,0,-0.026841324369100583,-2.45812865497075
21500865,2015-16,1,2.457954548316202,2.0,0,0,0.09240489796879736,-0.6186699507389193
21500878,2015-16,1,1.5028629405929865,0.0,0,0,-0.022232198570974693,0.9401962533452206
21500974,2015-16,1,3.4610814967894092,1.0,0,1,0.10093985936163591,3.0843076923076893
21500984,2015-16,1,1.2557407227143718,0.0,1,1,0.05845440144970704,-0.6165594405594419
21501015,2015-16,1,5.650354048034993,-1.0,1,0,0.05348618611024786,0.09647058823529164
21501029,2015-16,1,4.389085324087297,1.0,0,1,-0.04575587504300582,-1.6660869565217382
21501048,2015-16,0,4.712334295011541,0.0,0,0,0.0477897369562299,-1.1656645962732881
21501076,2015-16,1,7.6959410062184315,0.0,0,0,0.1437310647814323,2.856666666666669
21501131,2015-16,0,-2.481734292200884,1.0,0,1,-0.016652159400553534,3.115354385964906
21501157,2015-16,1,11.14687337672633,2.0,0,0,0.03140655557012528,-1.4467532467532465
21501173,2015-16,1,-0.632030592013491,0.0,0,0,0.048036644971573506,3.751168831168826
21501188,2015-16,1,0.5876841893648743,1.0,0,1,0.04057655229566365,-2.1154430379746856
21600044,2016-17,1,18.603261577204506,0.0,0,0,-0.013219896838227885,3.3000000000000256
21600059,2016-17,0,25.075916918725635,1.0,0,1,-0.0338741965608374,-5.213333333333324
21600084,2016-17,1,6.901749039942317,-2.0,1,0,-0.10544487878603792,2.9360000000000213
21600111,2016-17,1,2.8147932851969744,-1.0,1,0,0.057162771458455386,4.702857142857155
21600132,2016-17,1,19.83799728903922,2.0,0,1,-0.02969800427415059,-0.6099999999999994
21600163,2016-17,1,7.697708920317556,-3.0,1,0,0.017308720042379155,2.6573333333333267
21600209,2016-17,0,12.104949600597642,-1.0,0,0,0.026298809512681487,-1.4490109890109721
21600288,2016-17,0,0.0037849122859481277,0.0,0,0,0.08180168677608918,4.342000000000013
21600307,2016-17,0,-4.643319385757941,1.0,0,1,0.016779149072645494,-3.1561904761904884
21600324,2016-17,1,0.09687875722076322,1.0,0,1,0.01688042805388207,4.250389610389604
21600369,2016-17,0,3.8669711417931554,1.0,0,0,0.00926357703462749,4.306466666666665
21600401,2016-17,0,-3.2327157454778153,0.0,1,1,-0.01816122304075074,0.8397720797720893
21600430,2016-17,0,0.9492462586901651,0.0,0,0,0.033859258026790406,1.9042328042328052
21600478,2016-17,1,-0.17131744175670072,-1.0,0,0,0.028563109620812543,-0.7019784946236456
21600498,2016-17,1,-2.0344084939531566,0.0,0,0,0.05055824815446158,3.953014705882353
21600508,2016-17,1,-9.591578582538721,0.0,0,0,0.04050300712651511,4.689696969696968
21600597,2016-17,0,-2.3695759243978,1.0,0,0,-0.07040228312327179,1.7336032388663938
21600607,2016-17,1,-2.465543306400807,0.0,0,0,0.022124372300771356,2.434008097166
21600647,2016-17,1,-0.09850354702440209,-1.0,0,0,0.07274761908172589,2.4969213732004505
21600653,2016-17,1,5.405333117832542,0.0,1,1,-0.04949444110734097,-0.7510606920022695
21600667,2016-17,0,-5.105699591077936,0.0,0,0,-0.020440834135640573,1.1509090909090958
21600702,2016-17,0,-0.8357282381106538,-1.0,0,0,0.035419101861355384,0.47285024154588484
21600711,2016-17,1,2.0911286866018495,0.0,0,0,0.02454531122783815,-0.1298226950354575
21600756,2016-17,1,4.780282512719484,1.0,0,1,0.0036479783984063596,2.1783692307692206
21600772,2016-17,0,-4.433093910024242,0.0,0,0,-0.027959058893454514,7.741176470588229
21600785,2016-17,1,0.5220373503682957,0.0,0,0,-0.0031669614668550783,-0.962443438914022
21600863,2016-17,0,0.507106300043504,0.0,0,0,0.004792062222720717,2.6343358395990037
21600897,2016-17,1,1.1441114513241022,0.0,0,0,-0.05509911404989504,6.768813559322027
21600913,2016-17,0,-5.896610847172898,0.0,0,0,-0.08766603215838892,0.6999661016949261
21600927,2016-17,0,-0.11830908201585588,-2.0,0,0,0.039791579607358685,0.983606557377044
21600937,2016-17,0,-12.679715515040705,0.0,1,1,-0.051646153439401654,-2.740645161290331
21600950,2016-17,1,7.320644249782637,0.0,0,0,-0.06742979550301209,-3.308294930875576
21600969,2016-17,1,-4.978945219352646,0.0,0,0,0.01628484345153275,3.498750000000001
21601017,2016-17,0,-1.614792317393433,2.0,0,1,-0.004123912863580659,4.285408252853387
21601029,2016-17,0,1.321029164628975,-1.0,0,0,-0.013858032026499545,-0.049780509218606994
21601088,2016-17,0,6.115881148737527,0.0,0,0,-0.06437500754535791,-2.956111111111113
21601106,2016-17,1,4.083664441013022,0.0,0,0,0.05361424585849767,-2.677297297297301
21601177,2016-17,1,-3.833702905188429,3.0,0,1,-0.08325426994633944,1.484009324009321
21601197,2016-17,1,-4.646040296088154,0.0,0,0,-0.08847772203629972,1.5812658227848004
21601212,2016-17,1,-1.6700657262112841,1.0,0,1,-0.02783853950241233,2.456092592592597
21700072,2017-18,0,-4.337375871089138,-1.0,1,0,-0.052497411617679846,2.548000000000002
21700085,2017-18,0,-5.8178835357891625,-1.0,0,0,-0.022630110798997405,2.0773333333333284
21700123,2017-18,0,-11.273710362704636,0.0,0,0,-0.24692583235696214,1.477222222222224
21700146,2017-18,0,-17.76194240265218,0.0,1,1,-0.057412008541408655,4.263999999999996
21700204,2017-18,1,4.016310328783951,0.0,0,0,0.06081379734214987,3.2039560439560404
21700230,2017-18,0,-11.92114772326463,1.0,0,0,-0.03563891176139866,1.9210000000000065
21700256,2017-18,0,-3.0779119565514033,0.0,0,0,-0.02476913434021394,0.11249999999999716
21700268,2017-18,1,-6.830793738893777,0.0,0,0,0.03782152486787477,1.0253594771241978
21700280,2017-18,0,-9.769913459909759,0.0,1,1,-0.05416190530887638,0.2763742690058564
21700313,2017-18,0,-8.36683238169974,3.0,0,0,-0.05360810328703741,-0.6596190476190316
21700342,2017-18,0,-1.8672050586295739,0.0,0,0,-0.05583993419808797,-5.074545454545444
21700378,2017-18,1,-1.908200493282143,2.0,0,1,-0.020692876534717075,-1.7959259259259284
21700413,2017-18,0,-5.160129816504947,0.0,0,0,-0.0025500356008137937,1.7999999999999972
21700443,2017-18,1,-3.607605108122895,1.0,0,0,-0.053974098261336034,2.1117241379310343
21700455,2017-18,0,-6.487746798023682,0.0,0,0,0.04105922923483518,-0.14881720430108203
21700484,2017-18,1,-2.2008880534524233,0.0,1,1,-0.04133406391553879,2.3434090909091054
21700508,2017-18,1,-7.1592825338908535,2.0,0,0,0.037228360648330294,-0.6084848484848635
21700533,2017-18,1,-5.983142018538483,-1.0,1,0,0.04906554064379709,0.026957983193270252
21700621,2017-18,0,-1.2473271425161974,0.0,0,0,-0.05128363998247665,-3.4585365853658487
21700641,2017-18,1,-7.9942065413160694,1.0,0,0,0.047692861942256914,3.2673160173160056
21700654,2017-18,1,-4.140273562428587,1.0,0,1,-0.0038194405343164872,-2.7962790697674365
21700675,2017-18,0,1.7062291852625768,0.0,0,0,-0.0018452689764328345,-1.7328484848484749
21700688,2017-18,1,-3.572739481095038,0.0,0,0,-0.0194451068486457,2.478048309178746
