SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season
2010-11,1610612748,MIA,Miami Heat,41000403,2011-06-05T00:00:00,MIA @ DAL,W,48.0,34,78,0.436,8,19,0.421,12,15,0.8,9,27,36,20,13.0,8,5,8,27,14,88,2.0,1,1,1,1,3,4,5,13,5,8,4,21,20,9,10,16,16,2,9,5,13,20,21,20,15,14,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000402,2011-06-02T00:00:00,MIA vs. DAL,L,48.0,34,73,0.466,9,30,0.3,16,24,0.667,6,24,30,13,12.0,15,6,2,17,20,93,-2.0,1,15,15,15,3,4,11,8,3,1,14,18,15,20,17,20,21,16,5,1,10,2,7,13,13,15,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000401,2011-05-31T00:00:00,MIA vs. DAL,W,48.0,31,80,0.388,11,24,0.458,19,26,0.731,16,30,46,20,12.0,5,4,8,21,22,92,8.0,1,1,1,1,3,17,1,20,2,3,2,14,12,17,2,11,4,2,5,18,16,20,13,11,14,7,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000305,2011-05-26T00:00:00,MIA @ CHI,W,48.0,26,66,0.394,6,15,0.4,25,33,0.758,6,36,42,12,17.0,7,8,7,18,28,83,3.0,1,1,1,1,3,21,21,19,10,13,5,6,5,13,17,3,10,18,17,8,4,18,11,1,17,13,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000304,2011-05-24T00:00:00,MIA vs. CHI,W,53.0,32,75,0.427,5,13,0.385,32,38,0.842,8,33,41,12,16.0,12,10,5,24,28,101,8.0,1,1,1,1,1,10,7,14,11,16,8,1,2,4,14,7,11,18,15,2,1,14,17,1,3,7,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000303,2011-05-22T00:00:00,MIA vs. CHI,W,48.0,34,67,0.507,3,9,0.333,25,29,0.862,5,27,32,20,10.0,6,8,4,17,24,96,11.0,1,1,1,1,3,4,20,2,16,20,11,6,9,3,20,16,20,2,2,15,4,9,7,6,10,2,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000302,2011-05-18T00:00:00,MIA @ CHI,W,48.0,32,68,0.471,3,13,0.231,18,24,0.75,10,35,45,18,15.0,7,6,7,26,25,85,10.0,1,1,1,1,3,10,17,5,16,16,16,15,15,14,8,4,6,9,12,8,10,18,19,3,16,4,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000301,2011-05-15T00:00:00,MIA @ CHI,L,48.0,32,68,0.471,3,8,0.375,15,15,1.0,6,27,33,11,16.0,7,6,5,15,13,82,-21.0,1,15,15,15,3,10,17,5,16,21,9,19,20,1,17,16,19,20,15,8,10,14,4,21,19,21,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000215,2011-05-11T00:00:00,MIA vs. BOS,W,48.0,32,69,0.464,7,19,0.368,26,38,0.684,8,30,38,13,13.0,7,3,5,19,25,97,10.0,1,1,1,1,3,10,16,9,7,8,10,4,2,19,14,11,15,16,9,8,18,14,12,3,7,4,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000214,2011-05-09T00:00:00,MIA @ BOS,W,53.0,35,79,0.443,3,13,0.231,25,28,0.893,10,35,45,10,17.0,10,2,4,24,23,98,8.0,1,1,1,1,1,3,3,12,16,16,16,6,11,2,8,4,6,21,17,3,21,9,17,10,6,7,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000213,2011-05-07T00:00:00,MIA @ BOS,L,48.0,31,73,0.425,5,23,0.217,14,19,0.737,12,24,36,20,15.0,9,9,4,16,17,81,-16.0,1,15,15,15,3,17,11,16,11,4,18,20,19,16,6,20,16,2,12,4,2,9,5,19,21,20,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000212,2011-05-03T00:00:00,MIA vs. BOS,W,48.0,34,75,0.453,7,16,0.438,27,36,0.75,12,32,44,15,10.0,6,9,2,22,24,102,11.0,1,1,1,1,3,4,7,11,7,12,3,3,4,14,6,8,8,13,2,15,2,2,15,6,2,2,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000211,2011-05-01T00:00:00,MIA vs. BOS,W,48.0,32,68,0.471,9,19,0.474,26,32,0.813,5,34,39,17,18.0,7,8,3,21,24,99,9.0,1,1,1,1,3,10,17,5,3,8,1,4,7,6,20,6,13,10,20,8,4,6,13,6,5,6,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000115,2011-04-27T00:00:00,MIA vs. PHI,W,48.0,32,80,0.4,12,30,0.4,21,25,0.84,15,32,47,17,10.0,6,3,4,12,18,97,6.0,1,1,1,1,3,10,1,18,1,1,5,11,14,5,3,8,3,10,2,15,18,9,1,16,7,11,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000114,2011-04-24T00:00:00,MIA @ PHI,L,48.0,30,78,0.385,5,23,0.217,17,21,0.81,9,32,41,14,9.0,8,8,4,17,18,82,-4.0,1,15,15,15,3,20,5,21,11,4,18,16,18,7,10,8,11,15,1,5,4,9,7,16,19,17,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000113,2011-04-21T00:00:00,MIA @ PHI,W,48.0,36,79,0.456,4,12,0.333,24,30,0.8,20,30,50,19,12.0,3,8,5,12,20,100,6.0,1,1,1,1,3,2,3,10,14,19,11,9,8,9,1,11,2,7,5,20,4,14,1,13,4,11,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000112,2011-04-18T00:00:00,MIA vs. PHI,W,48.0,34,72,0.472,3,15,0.2,23,29,0.793,8,38,46,16,12.0,7,7,3,17,21,94,21.0,1,1,1,1,3,4,13,3,16,13,20,10,9,12,14,1,4,12,5,8,9,6,7,12,12,1,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000111,2011-04-16T00:00:00,MIA vs. PHI,W,48.0,31,74,0.419,4,17,0.235,31,39,0.795,15,37,52,15,14.0,3,5,2,16,25,97,8.0,1,1,1,1,3,17,10,17,14,11,15,2,1,11,3,2,1,13,11,20,13,2,5,3,7,7,,playoffs,Miami Heat 2010-11,2010-11
2016-17,1610612744,GSW,Golden State Warriors,21601229,2017-04-12T00:00:00,GSW vs. LAL,W,48.0,41,90,0.456,12,36,0.333,15,22,0.682,14,40,54,26,21.0,14,8,2,17,22,109,15.0,1,1,1,1,4,52,18,62,40,11,57,46,38,72,8,13,5,62,79,3,23,11,19,18,57,31,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601211,2017-04-10T00:00:00,GSW vs. UTA,L,48.0,39,80,0.488,9,25,0.36,12,17,0.706,8,34,42,25,13.0,5,6,3,17,17,99,-6.0,1,68,68,68,4,64,71,46,62,72,51,65,61,66,47,43,55,65,25,77,40,26,19,56,77,74,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601195,2017-04-08T00:00:00,GSW vs. NOP,W,48.0,49,96,0.51,10,33,0.303,15,16,0.938,14,39,53,37,9.0,2,4,1,15,15,123,22.0,1,1,1,1,4,11,6,30,56,25,65,46,66,3,8,20,8,6,3,82,60,4,8,68,21,19,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601171,2017-04-05T00:00:00,GSW @ PHX,W,48.0,45,89,0.506,13,30,0.433,17,24,0.708,7,32,39,25,15.0,13,9,2,19,22,120,9.0,1,1,1,1,4,23,23,35,29,44,29,35,27,65,55,53,68,65,37,12,19,11,38,18,31,49,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601162,2017-04-04T00:00:00,GSW vs. MIN,W,48.0,44,84,0.524,14,32,0.438,19,24,0.792,8,32,40,33,13.0,9,7,3,19,19,121,14.0,1,1,1,1,4,32,57,24,18,32,26,26,27,38,47,53,64,21,25,41,29,26,38,38,28,34,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601152,2017-04-02T00:00:00,GSW vs. WAS,W,48.0,50,88,0.568,16,36,0.444,23,26,0.885,10,34,44,34,16.0,7,10,3,20,20,139,24.0,1,1,1,1,4,6,33,8,8,11,23,22,23,14,29,43,39,19,48,64,12,26,45,33,4,14,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601136,2017-03-31T00:00:00,GSW vs. HOU,W,48.0,43,95,0.453,11,32,0.344,10,14,0.714,13,30,43,27,12.0,10,14,3,20,12,107,9.0,1,1,1,1,4,38,9,66,46,32,54,78,72,63,10,67,46,57,15,26,1,26,45,77,63,49,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601118,2017-03-29T00:00:00,GSW @ SAS,W,48.0,43,85,0.506,13,26,0.5,11,11,1.0,10,25,35,31,15.0,7,7,9,22,12,110,12.0,1,1,1,1,4,38,51,32,29,68,10,74,80,1,29,80,77,35,37,64,29,80,59,77,55,40,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601108,2017-03-28T00:00:00,GSW @ HOU,W,48.0,45,88,0.511,11,41,0.268,12,16,0.75,8,36,44,33,17.0,9,7,2,29,14,113,7.0,1,1,1,1,4,23,33,29,46,6,73,65,66,57,47,34,39,21,57,41,29,11,82,72,47,57,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601094,2017-03-26T00:00:00,GSW vs. MEM,W,48.0,39,71,0.549,17,31,0.548,11,15,0.733,7,30,37,30,18.0,9,4,0,15,13,106,12.0,1,1,1,1,4,64,82,16,5,39,3,74,70,60,55,67,74,44,65,41,60,1,8,76,65,40,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601081,2017-03-24T00:00:00,GSW vs. SAC,W,48.0,44,89,0.494,10,31,0.323,16,18,0.889,13,31,44,37,13.0,14,8,4,15,16,114,14.0,1,1,1,1,4,32,23,40,56,39,61,40,56,12,10,57,39,6,25,3,23,43,8,64,46,34,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601055,2017-03-21T00:00:00,GSW @ DAL,W,48.0,43,78,0.551,13,30,0.433,13,16,0.813,4,42,46,34,16.0,10,2,2,20,14,112,25.0,1,1,1,1,4,38,74,15,29,44,29,58,66,33,78,6,24,19,48,26,78,11,45,72,51,12,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601049,2017-03-20T00:00:00,GSW @ OKC,W,48.0,40,83,0.482,15,33,0.455,16,21,0.762,9,37,46,28,17.0,8,8,2,22,19,111,16.0,1,1,1,1,4,58,62,49,11,25,19,40,43,54,35,30,24,52,57,56,23,11,59,38,54,27,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601035,2017-03-18T00:00:00,GSW vs. MIL,W,48.0,45,75,0.6,12,23,0.522,15,19,0.789,6,38,44,30,14.0,5,6,7,16,17,117,25.0,1,1,1,1,4,23,80,4,40,76,6,46,53,42,65,25,39,44,33,77,40,74,12,56,38,12,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601019,2017-03-16T00:00:00,GSW vs. ORL,W,48.0,50,87,0.575,10,26,0.385,12,23,0.522,7,40,47,36,13.0,14,9,4,18,21,122,30.0,1,1,1,1,4,6,40,7,56,68,42,65,33,81,55,13,21,11,25,3,19,43,28,27,24,8,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21601003,2017-03-14T00:00:00,GSW vs. PHI,W,48.0,32,88,0.364,14,32,0.438,28,35,0.8,13,30,43,24,18.0,12,11,10,24,26,106,2.0,1,1,1,1,4,82,33,81,18,32,26,6,6,36,10,67,46,72,65,16,8,81,72,6,65,66,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600980,2017-03-11T00:00:00,GSW @ SAS,L,48.0,33,92,0.359,5,17,0.294,14,23,0.609,20,29,49,19,15.0,10,4,7,16,18,85,-22.0,1,68,68,68,4,81,13,82,81,82,67,54,33,76,1,72,16,81,37,26,60,74,12,47,82,80,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600968,2017-03-10T00:00:00,GSW @ MIN,L,48.0,41,88,0.466,7,24,0.292,13,17,0.765,12,31,43,25,12.0,9,5,3,21,18,102,-1.0,1,68,68,68,4,52,33,57,75,75,68,58,61,51,19,57,46,65,15,41,49,26,55,47,74,68,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600959,2017-03-08T00:00:00,GSW vs. BOS,L,48.0,37,84,0.44,6,30,0.2,6,9,0.667,12,34,46,23,18.0,8,12,1,20,10,86,-13.0,1,68,68,68,4,73,57,74,78,44,80,81,81,73,19,43,24,75,65,56,7,4,45,81,81,77,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600937,2017-03-06T00:00:00,GSW @ ATL,W,48.0,41,87,0.471,20,44,0.455,17,22,0.773,13,30,43,33,16.0,10,4,6,22,23,119,8.0,1,1,1,1,4,52,40,54,2,2,19,35,38,48,10,67,46,21,48,26,60,64,59,14,33,52,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600928,2017-03-05T00:00:00,GSW @ NYK,W,48.0,40,88,0.455,13,35,0.371,19,23,0.826,11,24,35,21,8.0,11,3,6,18,20,112,7.0,1,1,1,1,4,58,33,63,29,18,45,26,33,29,25,81,77,80,1,20,74,64,28,33,51,57,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600906,2017-03-02T00:00:00,GSW @ CHI,L,48.0,34,88,0.386,6,30,0.2,13,14,0.929,6,35,41,23,15.0,10,6,5,18,15,87,-7.0,1,68,68,68,4,79,33,80,78,44,80,58,72,4,65,39,58,75,37,26,40,56,28,68,80,75,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600889,2017-02-28T00:00:00,GSW @ WAS,L,48.0,39,84,0.464,8,29,0.276,22,27,0.815,13,28,41,28,19.0,10,6,6,23,22,108,-4.0,1,68,68,68,4,64,57,59,69,53,70,23,20,32,10,75,58,52,74,26,40,64,68,18,60,72,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600883,2017-02-27T00:00:00,GSW @ PHI,W,48.0,40,89,0.449,6,29,0.207,33,39,0.846,16,29,45,31,14.0,14,4,3,18,25,119,11.0,1,1,1,1,4,58,23,68,78,53,79,1,1,21,3,72,33,35,33,3,60,26,28,9,33,43,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600873,2017-02-25T00:00:00,GSW vs. BKN,W,48.0,42,100,0.42,11,31,0.355,17,22,0.773,13,39,52,30,11.0,10,11,3,17,20,112,17.0,1,1,1,1,4,46,4,77,46,39,52,35,38,48,10,20,10,44,10,26,8,26,19,33,51,24,2.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600854,2017-02-23T00:00:00,GSW vs. LAC,W,48.0,43,81,0.531,13,25,0.52,24,26,0.923,10,43,53,31,21.0,11,11,0,27,16,123,10.0,1,1,1,1,4,38,68,19,29,72,7,17,23,6,29,4,8,35,79,20,8,1,80,64,21,45,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600847,2017-02-15T00:00:00,GSW vs. SAC,W,48.0,41,84,0.488,13,36,0.361,14,21,0.667,6,40,46,32,8.0,10,10,6,16,17,109,23.0,1,1,1,1,4,52,57,45,29,11,47,54,43,73,65,13,24,31,1,26,12,64,12,56,57,17,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600827,2017-02-13T00:00:00,GSW @ DEN,L,48.0,45,92,0.489,8,32,0.25,12,13,0.923,4,23,27,25,9.0,12,6,1,13,14,110,-22.0,1,68,68,68,4,23,13,43,69,32,76,65,76,6,78,82,82,65,3,16,40,4,3,72,55,80,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600813,2017-02-11T00:00:00,GSW @ OKC,W,48.0,46,87,0.529,13,31,0.419,25,35,0.714,10,30,40,28,12.0,10,3,8,22,23,130,16.0,1,1,1,1,4,17,40,20,29,39,31,14,6,63,29,67,64,52,15,26,74,79,59,14,9,27,1.0,regular,Golden State Warriors 2016-17,2016-17
2016-17,1610612744,GSW,Golden State Warriors,21600803,2017-02-10T00:00:00,GSW @ MEM,W,48.0,39,77,0.506,15,33,0.455,29,38,0.763,5,29,34,31,12.0,14,13,4,26,28,122,15.0,1,1,1,1,4,64,76,31,11,25,19,3,4,53,72,72,81,35,15,3,4,43,78,3,24,31,1.0,regular,Golden State Warriors 2016-17,2016-17
