SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season
2010-11,1610612748,MIA,Miami Heat,21001072,2011-03-25T00:00:00,MIA vs. PHI,W,48.0,41,83,0.494,7,20,0.35,22,28,0.786,15,34,49,22,16.0,11,6,2,17,24,111,12.0,1,1,1,1,5,17,10,34,31,24,42,39,38,32,5,33,9,23,52,2,23,22,12,19,17,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21001058,2011-03-23T00:00:00,MIA @ DET,W,48.0,31,64,0.484,6,19,0.316,32,39,0.821,8,26,34,20,12.0,6,1,1,21,26,100,6.0,1,1,1,1,5,72,81,43,39,30,57,6,7,18,52,74,75,31,20,44,79,9,43,12,44,47,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21001030,2011-03-19T00:00:00,MIA vs. DEN,W,48.0,36,71,0.507,6,20,0.3,25,29,0.862,4,34,38,15,12.0,6,11,2,22,19,103,5.0,1,1,1,1,5,41,69,27,39,24,61,21,32,10,81,33,63,65,20,44,1,22,54,58,36,53,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21001020,2011-03-18T00:00:00,MIA @ ATL,W,48.0,38,71,0.535,11,22,0.5,19,26,0.731,8,42,50,28,16.0,2,3,2,23,18,106,21.0,1,1,1,1,5,29,69,16,6,16,8,51,46,57,52,2,3,7,52,78,60,22,64,65,28,13,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21001006,2011-03-16T00:00:00,MIA vs. OKC,L,48.0,30,78,0.385,3,17,0.176,22,28,0.786,9,31,40,14,12.0,5,8,4,19,25,85,-11.0,1,59,59,59,5,77,31,80,71,45,80,39,38,32,41,53,53,73,20,59,11,53,26,14,78,77,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000993,2011-03-14T00:00:00,MIA vs. SAS,W,48.0,42,78,0.538,3,9,0.333,23,24,0.958,8,39,47,25,11.0,9,5,2,21,21,110,30.0,1,1,1,1,5,13,31,14,71,78,45,28,54,1,52,5,15,13,14,12,36,22,43,45,20,3,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000976,2011-03-12T00:00:00,MIA vs. MEM,W,48.0,40,69,0.58,12,19,0.632,26,30,0.867,5,35,40,27,15.0,10,11,3,25,23,118,33.0,1,1,1,1,5,24,75,3,4,30,2,17,28,9,76,23,53,9,45,4,1,41,71,24,8,1,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000964,2011-03-10T00:00:00,MIA vs. LAL,W,48.0,37,81,0.457,8,19,0.421,12,18,0.667,18,28,46,17,15.0,8,3,2,19,19,94,6.0,1,1,1,1,5,34,17,53,22,30,25,77,74,74,1,60,18,57,45,22,60,22,26,58,67,47,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000951,2011-03-08T00:00:00,MIA vs. POR,L,48.0,37,72,0.514,7,22,0.318,15,19,0.789,6,25,31,20,14.0,6,2,3,21,16,96,-9.0,1,59,59,59,5,34,62,24,31,16,56,66,71,30,67,78,79,31,38,44,75,41,43,74,52,75,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000931,2011-03-06T00:00:00,MIA vs. CHI,L,48.0,33,68,0.485,3,9,0.333,17,23,0.739,8,22,30,18,16.0,8,4,5,23,17,86,-1.0,1,59,59,59,5,62,79,42,71,78,45,57,58,54,52,81,80,50,52,22,51,64,64,71,76,59,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000923,2011-03-04T00:00:00,MIA @ SAS,L,48.0,37,78,0.474,7,20,0.35,14,20,0.7,6,34,40,23,14.0,3,2,1,22,18,95,-30.0,1,59,59,59,5,34,31,47,31,24,42,70,68,67,67,33,53,20,38,71,75,9,54,65,60,82,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000912,2011-03-03T00:00:00,MIA vs. ORL,L,48.0,35,75,0.467,3,17,0.176,23,30,0.767,8,27,35,13,12.0,10,5,8,19,24,96,-3.0,1,59,59,59,5,49,46,49,71,45,80,28,28,43,52,66,73,78,20,4,36,79,26,19,52,63,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000887,2011-02-27T00:00:00,MIA vs. NYK,L,48.0,32,74,0.432,6,22,0.273,16,22,0.727,6,36,42,20,20.0,9,3,5,18,20,86,-5.0,1,59,59,59,5,69,52,64,39,16,68,64,61,58,67,16,43,31,80,12,60,64,18,53,76,69,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000866,2011-02-25T00:00:00,MIA vs. WAS,W,48.0,41,78,0.526,5,13,0.385,34,45,0.756,5,29,34,14,8.0,5,6,2,17,29,121,8.0,1,1,1,1,5,17,31,18,49,68,33,3,3,47,76,56,75,73,3,59,23,22,12,6,6,39,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000859,2011-02-24T00:00:00,MIA @ CHI,L,48.0,32,79,0.405,2,12,0.167,23,27,0.852,6,33,39,12,12.0,8,5,3,23,27,89,-4.0,1,59,59,59,5,69,23,76,81,71,82,28,43,11,67,41,59,80,20,22,36,41,64,10,70,67,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000841,2011-02-22T00:00:00,MIA vs. SAC,W,48.0,51,90,0.567,7,18,0.389,8,11,0.727,8,35,43,20,9.0,9,4,1,19,14,117,20.0,1,1,1,1,5,1,2,6,31,37,32,82,82,58,52,23,37,31,6,12,51,9,26,80,10,15,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000825,2011-02-16T00:00:00,MIA @ TOR,W,48.0,36,73,0.493,2,11,0.182,29,37,0.784,10,39,49,22,17.0,5,6,7,14,24,103,8.0,1,1,1,1,5,41,60,35,81,76,79,12,11,35,29,5,9,23,65,59,23,77,2,19,36,39,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000818,2011-02-15T00:00:00,MIA @ IND,W,48.0,43,88,0.489,4,16,0.25,20,26,0.769,10,40,50,15,13.0,6,8,2,21,19,110,7.0,1,1,1,1,5,9,5,37,64,50,70,47,46,41,29,4,3,65,31,44,11,22,43,58,20,44,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000804,2011-02-13T00:00:00,MIA @ BOS,L,48.0,31,74,0.419,3,16,0.188,17,23,0.739,9,32,41,17,17.0,3,3,1,21,22,82,-3.0,1,59,59,59,5,72,52,70,71,50,77,57,58,54,41,50,49,57,65,71,60,9,43,35,80,63,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000792,2011-02-11T00:00:00,MIA @ DET,W,48.0,38,75,0.507,6,14,0.429,24,29,0.828,11,33,44,29,17.0,9,3,5,17,21,106,14.0,1,1,1,1,5,29,46,28,39,64,23,26,32,15,20,41,28,4,65,12,60,64,12,45,28,22,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000769,2011-02-08T00:00:00,MIA vs. IND,W,48.0,44,83,0.53,8,24,0.333,21,28,0.75,10,26,36,20,12.0,10,3,2,14,24,117,5.0,1,1,1,1,5,8,10,17,22,10,45,45,38,48,29,74,69,31,20,4,60,22,2,19,10,53,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000754,2011-02-06T00:00:00,MIA vs. LAC,W,48.0,34,77,0.442,10,28,0.357,19,28,0.679,10,34,44,19,16.0,9,7,2,24,21,97,18.0,1,1,1,1,5,55,40,61,8,3,39,51,38,73,29,33,28,41,52,12,16,22,68,45,48,17,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000733,2011-02-04T00:00:00,MIA @ CHA,W,48.0,43,78,0.551,9,19,0.474,14,19,0.737,9,27,36,24,12.0,12,3,5,25,22,109,12.0,1,1,1,1,5,9,31,10,16,30,14,70,71,56,41,66,69,15,20,1,60,64,71,35,22,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000730,2011-02-03T00:00:00,MIA @ ORL,W,48.0,36,72,0.5,7,16,0.438,25,36,0.694,9,35,44,19,11.0,6,6,0,27,26,104,4.0,1,1,1,1,5,41,62,31,31,50,20,21,14,69,41,23,28,41,14,44,23,1,77,12,34,56,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000710,2011-01-31T00:00:00,MIA vs. CLE,W,48.0,43,88,0.489,8,18,0.444,23,28,0.821,16,34,50,19,13.0,7,6,4,20,22,117,27.0,1,1,1,1,5,9,5,37,22,37,18,28,38,17,3,33,3,41,31,32,23,53,33,35,10,5,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000701,2011-01-30T00:00:00,MIA @ OKC,W,48.0,39,75,0.52,8,18,0.444,22,32,0.688,12,29,41,21,20.0,10,9,4,24,25,108,5.0,1,1,1,1,5,26,46,22,22,37,18,39,22,71,15,56,49,29,80,4,4,53,68,14,24,53,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000686,2011-01-28T00:00:00,MIA vs. DET,W,48.0,33,73,0.452,5,24,0.208,17,22,0.773,9,33,42,18,11.0,3,5,6,16,18,88,1.0,1,1,1,1,5,62,60,55,49,10,75,57,61,40,41,41,43,50,14,71,36,74,7,65,73,57,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000678,2011-01-27T00:00:00,MIA @ NYK,L,48.0,30,72,0.417,5,19,0.263,23,33,0.697,11,38,49,13,19.0,7,5,1,22,22,88,-5.0,1,59,59,59,5,77,62,71,49,30,69,28,21,68,20,8,9,78,77,32,36,9,54,35,73,69,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000643,2011-01-22T00:00:00,MIA vs. TOR,W,48.0,42,80,0.525,16,26,0.615,20,26,0.769,10,32,42,27,14.0,4,8,1,22,21,120,17.0,1,1,1,1,5,13,20,20,1,6,4,47,46,41,29,50,43,9,38,67,11,9,54,45,7,19,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000611,2011-01-18T00:00:00,MIA vs. ATL,L,53.0,28,77,0.364,7,30,0.233,26,29,0.897,11,35,46,12,16.0,6,5,2,18,22,89,-4.0,1,59,59,59,1,80,40,82,31,2,72,17,32,5,20,23,18,80,52,44,36,22,18,35,70,67,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000591,2011-01-15T00:00:00,MIA @ CHI,L,48.0,34,77,0.442,13,28,0.464,15,20,0.75,6,24,30,18,13.0,2,9,5,20,14,96,-3.0,1,59,59,59,5,55,40,61,2,3,15,66,68,48,67,80,80,50,31,78,4,64,33,80,52,63,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000575,2011-01-13T00:00:00,MIA @ DEN,L,48.0,41,89,0.461,10,23,0.435,10,18,0.556,12,29,41,23,16.0,3,5,3,15,18,102,-28.0,1,59,59,59,5,17,3,50,8,13,21,79,74,82,15,56,49,20,52,71,36,41,4,65,38,81,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000572,2011-01-12T00:00:00,MIA @ LAC,L,48.0,37,88,0.42,8,27,0.296,23,30,0.767,13,33,46,22,7.0,3,5,8,21,18,105,-6.0,1,59,59,59,5,34,5,69,22,5,63,28,28,43,10,41,18,23,2,71,36,79,43,65,32,73,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000549,2011-01-09T00:00:00,MIA @ POR,W,53.0,45,79,0.57,5,15,0.333,12,16,0.75,7,34,41,19,17.0,7,3,3,22,15,107,7.0,1,1,1,1,1,6,23,5,49,58,45,77,79,48,66,33,49,41,65,32,60,41,54,77,26,44,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000532,2011-01-07T00:00:00,MIA @ MIL,W,53.0,35,89,0.393,5,12,0.417,26,32,0.813,13,35,48,20,16.0,11,6,9,21,23,101,6.0,1,1,1,1,1,49,3,78,49,71,26,17,22,20,10,23,12,31,52,2,23,82,43,24,39,47,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000505,2011-01-04T00:00:00,MIA vs. MIL,W,48.0,33,74,0.446,4,12,0.333,31,37,0.838,12,35,47,14,14.0,8,7,4,22,25,101,12.0,1,1,1,1,5,62,52,58,64,71,45,8,11,13,15,23,15,73,38,22,16,53,54,14,39,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000499,2011-01-03T00:00:00,MIA @ CHA,W,48.0,37,76,0.487,5,15,0.333,17,19,0.895,10,36,46,15,16.0,5,5,2,15,20,96,14.0,1,1,1,1,5,34,44,39,49,58,45,57,71,6,29,16,18,65,52,59,36,22,4,53,52,22,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000486,2011-01-01T00:00:00,MIA vs. GSW,W,48.0,35,71,0.493,9,21,0.429,35,47,0.745,10,33,43,24,14.0,7,6,2,12,31,114,7.0,1,1,1,1,5,49,69,36,16,21,23,2,1,52,29,41,37,15,38,32,23,22,1,2,13,44,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000469,2010-12-29T00:00:00,MIA @ HOU,W,48.0,43,74,0.581,5,16,0.313,34,37,0.919,4,36,40,20,17.0,3,9,0,26,23,125,6.0,1,1,1,1,5,9,52,2,49,50,58,3,11,3,81,16,53,31,65,71,4,1,75,24,2,47,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000457,2010-12-28T00:00:00,MIA vs. NYK,W,48.0,38,79,0.481,3,13,0.231,27,34,0.794,13,37,50,15,11.0,2,5,5,20,22,106,8.0,1,1,1,1,5,29,23,44,71,68,73,15,18,26,10,10,3,65,14,78,36,64,33,35,28,39,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000435,2010-12-25T00:00:00,MIA @ LAL,W,48.0,35,79,0.443,9,25,0.36,17,20,0.85,9,35,44,25,10.0,9,4,1,17,23,96,16.0,1,1,1,1,5,49,23,59,16,8,38,57,68,12,41,23,28,13,8,12,51,9,12,24,52,20,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000432,2010-12-23T00:00:00,MIA @ PHX,W,48.0,37,82,0.451,5,18,0.278,16,17,0.941,11,33,44,12,16.0,9,4,2,22,21,95,12.0,1,1,1,1,5,34,13,56,49,37,67,64,78,2,20,41,28,80,52,12,51,22,54,45,60,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000410,2010-12-20T00:00:00,MIA vs. DAL,L,48.0,34,84,0.405,11,31,0.355,17,25,0.68,16,28,44,18,12.0,7,5,1,20,23,96,-2.0,1,59,59,59,5,55,9,77,6,1,40,57,50,72,3,60,28,50,20,32,36,9,33,24,52,60,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000393,2010-12-18T00:00:00,MIA @ WAS,W,48.0,31,72,0.431,8,22,0.364,25,32,0.781,8,36,44,18,17.0,8,9,6,20,23,95,1.0,1,1,1,1,5,72,62,65,22,16,37,21,22,37,52,16,28,50,65,22,4,74,33,24,60,57,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000382,2010-12-17T00:00:00,MIA @ NYK,W,48.0,45,82,0.549,10,18,0.556,13,18,0.722,8,37,45,19,18.0,10,9,3,20,14,113,22.0,1,1,1,1,5,6,13,11,8,37,6,74,74,60,52,10,24,41,73,4,4,41,33,80,15,11,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000371,2010-12-15T00:00:00,MIA vs. CLE,W,48.0,32,70,0.457,10,23,0.435,27,41,0.659,9,36,45,17,14.0,4,8,0,20,28,101,6.0,1,1,1,1,5,69,73,52,8,13,21,15,5,76,41,16,24,57,38,67,11,1,33,9,39,47,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000355,2010-12-13T00:00:00,MIA vs. NOH,W,48.0,31,70,0.443,4,14,0.286,30,38,0.789,8,28,36,17,6.0,6,9,1,25,29,96,12.0,1,1,1,1,5,72,73,60,64,64,66,11,9,30,52,60,69,57,1,44,4,9,71,6,52,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000348,2010-12-11T00:00:00,MIA @ SAC,W,48.0,41,79,0.519,7,14,0.5,15,24,0.625,11,45,56,22,15.0,7,8,4,18,21,104,21.0,1,1,1,1,5,17,23,23,31,64,8,66,54,79,20,1,1,23,45,32,11,53,18,45,34,13,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000340,2010-12-10T00:00:00,MIA @ GSW,W,48.0,41,78,0.526,9,14,0.643,15,21,0.714,15,35,50,33,19.0,8,7,2,16,17,106,22.0,1,1,1,1,5,17,31,18,16,64,1,66,64,64,5,23,3,1,77,22,16,22,7,71,28,11,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000324,2010-12-08T00:00:00,MIA @ UTA,W,48.0,41,80,0.513,9,20,0.45,20,25,0.8,15,27,42,22,15.0,8,1,3,21,20,111,13.0,1,1,1,1,5,17,20,26,16,24,17,47,50,23,5,66,43,23,45,22,79,41,43,53,17,25,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000306,2010-12-06T00:00:00,MIA @ MIL,W,48.0,35,72,0.486,5,8,0.625,13,18,0.722,11,37,48,20,18.0,2,3,5,26,20,88,10.0,1,1,1,1,5,49,62,41,49,81,3,74,74,60,20,10,12,31,73,78,60,64,75,53,73,34,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000288,2010-12-04T00:00:00,MIA vs. ATL,W,48.0,34,72,0.472,3,8,0.375,18,23,0.783,6,37,43,15,10.0,7,9,0,16,17,89,12.0,1,1,1,1,5,55,62,48,71,81,34,54,58,36,67,10,37,65,8,32,4,1,7,71,70,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000273,2010-12-02T00:00:00,MIA @ CLE,W,48.0,47,83,0.566,10,24,0.417,14,21,0.667,9,34,43,30,10.0,7,5,0,28,19,118,28.0,1,1,1,1,5,2,10,7,8,10,26,70,64,74,41,33,37,3,8,32,36,1,82,58,8,4,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000265,2010-12-01T00:00:00,MIA vs. DET,W,48.0,39,76,0.513,6,12,0.5,13,21,0.619,10,35,45,23,10.0,10,4,3,18,16,97,25.0,1,1,1,1,5,26,44,25,39,71,8,74,64,80,29,23,24,20,8,4,51,41,18,74,48,8,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000250,2010-11-29T00:00:00,MIA vs. WAS,W,48.0,34,74,0.459,4,12,0.333,33,42,0.786,9,36,45,15,17.0,6,6,5,21,31,105,11.0,1,1,1,1,5,55,52,51,64,71,45,5,4,32,41,16,24,65,65,44,23,64,43,2,32,33,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000239,2010-11-27T00:00:00,MIA @ DAL,L,48.0,31,75,0.413,5,15,0.333,28,35,0.8,10,33,43,17,15.0,8,5,3,24,23,95,-11.0,1,59,59,59,5,72,46,73,49,58,45,13,16,23,29,41,37,57,45,22,36,41,68,24,60,77,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000226,2010-11-26T00:00:00,MIA vs. PHI,W,48.0,35,78,0.449,6,16,0.375,23,29,0.793,12,27,39,19,11.0,7,3,1,16,22,99,9.0,1,1,1,1,5,49,31,57,39,50,34,28,32,27,15,66,59,41,14,32,60,9,7,35,46,36,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000213,2010-11-24T00:00:00,MIA @ ORL,L,48.0,34,82,0.415,4,18,0.222,23,29,0.793,13,25,38,19,10.0,6,2,2,27,19,95,-9.0,1,59,59,59,5,55,13,72,64,37,74,28,32,27,10,78,63,41,8,44,75,22,77,58,60,75,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000196,2010-11-22T00:00:00,MIA vs. IND,L,48.0,24,62,0.387,4,20,0.2,25,38,0.658,6,33,39,16,22.0,4,10,2,19,27,77,-16.0,1,59,59,59,5,82,82,79,64,24,76,21,9,77,67,41,59,63,82,67,3,22,26,10,82,80,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000185,2010-11-20T00:00:00,MIA @ MEM,L,48.0,38,79,0.481,10,22,0.455,9,12,0.75,6,26,32,20,8.0,6,1,5,22,15,95,-2.0,1,59,59,59,5,29,23,44,8,16,16,81,81,48,67,74,78,31,3,44,79,64,54,77,60,60,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000175,2010-11-19T00:00:00,MIA vs. CHA,W,48.0,34,80,0.425,5,17,0.294,22,27,0.815,10,34,44,14,12.0,6,3,1,18,23,95,8.0,1,1,1,1,5,55,20,66,49,45,64,39,43,19,29,33,28,73,20,44,60,9,18,24,60,39,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000158,2010-11-17T00:00:00,MIA vs. PHX,W,48.0,47,86,0.547,7,19,0.368,22,25,0.88,9,33,42,29,11.0,9,3,4,27,22,123,27.0,1,1,1,1,5,2,8,12,31,30,36,39,50,8,41,41,43,4,14,12,60,53,77,35,4,5,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000133,2010-11-13T00:00:00,MIA vs. TOR,W,48.0,40,79,0.506,3,10,0.3,26,36,0.722,11,27,38,18,9.0,5,2,4,22,29,109,9.0,1,1,1,1,5,24,23,30,71,77,61,17,14,60,20,66,63,50,6,59,75,53,54,6,22,36,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000118,2010-11-11T00:00:00,MIA vs. BOS,L,48.0,36,72,0.5,3,16,0.188,32,41,0.78,11,26,37,18,14.0,4,4,0,22,30,107,-5.0,1,59,59,59,5,41,62,31,71,50,77,6,5,38,20,74,67,50,38,67,51,1,54,4,26,69,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000103,2010-11-09T00:00:00,MIA vs. UTA,L,53.0,36,82,0.439,6,15,0.4,36,47,0.766,10,36,46,21,12.0,3,7,5,20,32,114,-2.0,1,59,59,59,1,41,13,63,39,58,28,1,1,46,29,16,18,29,20,71,16,64,33,1,13,60,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000082,2010-11-06T00:00:00,MIA vs. NJN,W,48.0,36,74,0.486,6,15,0.4,23,29,0.793,6,38,44,19,13.0,7,7,3,16,21,101,12.0,1,1,1,1,5,41,52,40,39,58,28,28,32,27,67,8,28,41,31,32,16,41,7,45,39,26,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000075,2010-11-05T00:00:00,MIA @ NOH,L,48.0,33,78,0.423,5,21,0.238,22,24,0.917,8,28,36,19,13.0,6,5,1,17,22,93,-3.0,1,59,59,59,5,62,31,67,49,21,71,39,54,4,52,60,69,41,31,44,36,9,12,35,68,63,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000050,2010-11-02T00:00:00,MIA vs. MIN,W,48.0,46,79,0.582,12,21,0.571,25,31,0.806,8,39,47,31,16.0,9,7,2,27,23,129,32.0,1,1,1,1,5,4,23,1,4,21,5,21,26,22,52,5,15,2,52,12,16,22,77,24,1,2,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000040,2010-10-31T00:00:00,MIA @ NJN,W,48.0,36,67,0.537,5,16,0.313,24,34,0.706,5,35,40,29,8.0,10,6,0,21,19,101,23.0,1,1,1,1,5,41,80,15,49,50,58,26,18,66,76,23,53,4,3,4,23,1,43,58,39,9,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000025,2010-10-29T00:00:00,MIA vs. ORL,W,48.0,33,81,0.407,9,18,0.5,21,27,0.778,14,37,51,17,12.0,6,5,3,27,20,96,26.0,1,1,1,1,5,62,17,74,16,37,8,45,43,39,9,10,2,57,20,44,36,41,77,53,52,7,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000006,2010-10-27T00:00:00,MIA @ PHI,W,48.0,33,69,0.478,8,16,0.5,23,31,0.742,5,32,37,15,16.0,8,6,4,18,22,97,10.0,1,1,1,1,5,62,75,46,22,50,8,28,26,53,76,50,67,65,52,22,23,53,18,35,48,34,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,21000001,2010-10-26T00:00:00,MIA @ BOS,L,48.0,27,74,0.365,8,20,0.4,18,25,0.72,11,28,39,15,17.0,10,6,4,21,19,80,-8.0,1,59,59,59,5,81,52,81,22,24,28,54,50,63,20,60,59,65,65,4,23,53,43,58,81,74,,regular,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000406,2011-06-12T00:00:00,MIA vs. DAL,L,48.0,34,72,0.472,7,23,0.304,20,33,0.606,9,30,39,20,17.0,7,3,1,14,24,95,-10.0,1,15,15,15,3,4,13,3,7,4,13,13,5,21,10,11,13,2,17,8,18,1,3,6,11,19,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000405,2011-06-09T00:00:00,MIA @ DAL,L,48.0,37,70,0.529,8,20,0.4,21,26,0.808,9,27,36,25,18.0,5,4,3,26,20,103,-9.0,1,15,15,15,3,1,15,1,5,7,5,11,12,8,10,16,16,1,20,18,16,6,19,13,1,18,,playoffs,Miami Heat 2010-11,2010-11
2010-11,1610612748,MIA,Miami Heat,41000404,2011-06-07T00:00:00,MIA @ DAL,L,48.0,32,75,0.427,2,14,0.143,17,24,0.708,15,29,44,19,15.0,8,5,2,23,18,83,-3.0,1,15,15,15,3,10,7,14,21,15,21,16,15,18,3,15,8,7,12,5,13,2,16,16,17,16,,playoffs,Miami Heat 2010-11,2010-11
