PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,season
201580,JaVale McGee,1610612743,DEN,C,26.0,5,5,1.0,4.8,7.6,0.632,0.491,0.141,2013-14
201949,James Johnson,1610612763,MEM,F,27.0,50,50,1.0,3.22,7.56,0.426,0.447,-0.021,2013-14
2030,Kenyon Martin,1610612752,NYK,F,36.0,31,31,1.0,2.84,7.55,0.376,0.458,-0.082,2013-14
200765,Rajon Rondo,1610612738,BOS,G,28.0,29,29,1.0,4.1,7.55,0.543,0.448,0.095,2013-14
951,Ray Allen,1610612748,MIA,G,38.0,73,73,1.0,3.82,7.53,0.507,0.441,0.066,2013-14
202730,Lavoy Allen,1610612754,IND,F-C,25.0,58,58,1.0,3.62,7.52,0.482,0.452,0.03,2013-14
202399,Jeff Adrien,1610612749,MIL,F,28.0,52,52,1.0,3.94,7.52,0.524,0.462,0.063,2013-14
2570,Kendrick Perkins,1610612760,OKC,C,29.0,62,62,1.0,3.16,7.5,0.422,0.475,-0.054,2013-14
2037,Jamal Crawford,1610612746,LAC,G,34.0,69,69,1.0,3.13,7.45,0.42,0.444,-0.024,2013-14
201155,Rodney Stuckey,1610612765,DET,G,28.0,73,73,1.0,3.58,7.44,0.481,0.44,0.041,2013-14
202682,Derrick Williams,1610612758,SAC,F,23.0,75,75,1.0,3.48,7.43,0.469,0.449,0.019,2013-14
101133,Ian Mahinmi,1610612754,IND,C,27.0,77,77,1.0,3.16,7.42,0.426,0.463,-0.037,2013-14
708,Kevin Garnett,1610612751,BKN,C-F,38.0,53,53,1.0,3.32,7.36,0.451,0.472,-0.02,2013-14
203476,Gorgui Dieng,1610612750,MIN,C,24.0,57,57,1.0,3.54,7.32,0.484,0.469,0.016,2013-14
201196,Ramon Sessions,1610612749,MIL,G,28.0,83,83,1.0,3.31,7.29,0.455,0.429,0.025,2013-14
