comparable_name,team_id,season,x_game_score_vs_baseline,WINS,LOSSES,y_actual_diff_points_pg
NYK 2022-23,1610612752,2022-23,20.908164425779646,47,35,2.9
OKC 2022-23,1610612760,2022-23,-29.68047555836567,40,42,1.1
ORL 2022-23,1610612753,2022-23,-17.76365066730355,34,48,-2.6
PHI 2022-23,1610612755,2022-23,13.022758127833455,54,28,4.3
PHX 2022-23,1610612756,2022-23,22.363533923595483,45,37,2.1
POR 2022-23,1610612757,2022-23,-31.886558619378377,33,49,-4.0
SAC 2022-23,1610612758,2022-23,5.839264623746104,48,34,2.6
SAS 2022-23,1610612759,2022-23,-43.412852788118364,22,60,-10.0
TOR 2022-23,1610612761,2022-23,20.555435421394336,41,41,1.5
UTA 2022-23,1610612762,2022-23,-39.203636265588656,37,45,-0.9
WAS 2022-23,1610612764,2022-23,0.09850008721464576,35,47,-1.2
ATL 2023-24,1610612737,2023-24,13.359843612113892,36,46,-2.2
BOS 2023-24,1610612738,2023-24,26.999601180120422,64,18,11.3
BKN 2023-24,1610612751,2023-24,1.2567563027144075,32,50,-2.9
CHA 2023-24,1610612766,2023-24,-21.764153054763824,21,61,-10.2
CHI 2023-24,1610612741,2023-24,4.951024402829759,39,43,-1.4
CLE 2023-24,1610612739,2023-24,19.666167805616382,48,34,2.4
DAL 2023-24,1610612742,2023-24,2.520598769925371,50,32,2.2
DEN 2023-24,1610612743,2023-24,19.11123940381225,57,25,5.3
DET 2023-24,1610612765,2023-24,-46.06475455855973,14,68,-9.1
GSW 2023-24,1610612744,2023-24,-6.06159772964557,46,36,2.6
HOU 2023-24,1610612745,2023-24,-11.81586795531284,41,41,1.1
IND 2023-24,1610612754,2023-24,10.930070320194872,47,35,3.0
LAC 2023-24,1610612746,2023-24,-3.807899199103744,51,31,3.3
LAL 2023-24,1610612747,2023-24,0.5182319593272524,47,35,0.6
MEM 2023-24,1610612763,2023-24,-5.334672623364781,27,55,-7.0
MIA 2023-24,1610612748,2023-24,-10.735010425872673,46,36,1.8
MIL 2023-24,1610612749,2023-24,11.388065167775721,49,33,2.6
MIN 2023-24,1610612750,2023-24,16.861427820068158,56,26,6.5
NOP 2023-24,1610612740,2023-24,8.4910155496528,49,33,4.4
NYK 2023-24,1610612752,2023-24,13.332869125885608,50,32,4.6
OKC 2023-24,1610612760,2023-24,-13.884097319223926,57,25,7.4
ORL 2023-24,1610612753,2023-24,-3.7946968718260052,47,35,2.0
PHI 2023-24,1610612755,2023-24,16.01723217647708,47,35,3.0
PHX 2023-24,1610612756,2023-24,1.0269388606517822,49,33,3.1
POR 2023-24,1610612757,2023-24,-31.670341928698832,21,61,-9.0
SAC 2023-24,1610612758,2023-24,24.37491910975909,46,36,1.7
SAS 2023-24,1610612759,2023-24,-19.908015065715162,22,60,-6.5
TOR 2023-24,1610612761,2023-24,8.745315801796878,25,57,-6.4
UTA 2023-24,1610612762,2023-24,-20.62760029710489,31,51,-4.9
WAS 2023-24,1610612764,2023-24,-4.082610339530476,15,67,-9.3
ATL 2024-25,1610612737,2024-25,-0.15972862108861818,40,42,-1.1
BOS 2024-25,1610612738,2024-25,35.51712056465652,61,21,9.1
BKN 2024-25,1610612751,2024-25,-30.171755451806746,26,56,-7.1
CHA 2024-25,1610612766,2024-25,-19.367870961519955,19,63,-9.1
CHI 2024-25,1610612741,2024-25,9.93002167208789,39,43,-1.6
CLE 2024-25,1610612739,2024-25,5.60268979259277,64,18,9.5
DAL 2024-25,1610612742,2024-25,1.6114379395975789,39,43,-1.2
DEN 2024-25,1610612743,2024-25,23.086705399145103,50,32,3.9
DET 2024-25,1610612765,2024-25,-4.894128086884166,44,38,1.9
GSW 2024-25,1610612744,2024-25,13.946015884521557,48,34,3.3
HOU 2024-25,1610612745,2024-25,14.454370331339135,52,30,4.5
IND 2024-25,1610612754,2024-25,25.14941696275386,50,32,2.2
LAC 2024-25,1610612746,2024-25,0.27683913808897387,50,32,4.7
LAL 2024-25,1610612747,2024-25,1.0269754465798826,50,32,1.2
MEM 2024-25,1610612763,2024-25,-31.30604759595309,48,34,4.9
MIA 2024-25,1610612748,2024-25,-3.1529798409843295,37,45,0.6
MIL 2024-25,1610612749,2024-25,6.632169524369203,48,34,2.5
MIN 2024-25,1610612750,2024-25,15.709655429085416,49,33,5.0
NOP 2024-25,1610612740,2024-25,1.6844846484468405,21,61,-9.4
NYK 2024-25,1610612752,2024-25,8.553641254991064,51,31,4.1
OKC 2024-25,1610612760,2024-25,43.26437581222032,68,14,12.9
ORL 2024-25,1610612753,2024-25,5.187229661894406,41,41,-0.1
PHI 2024-25,1610612755,2024-25,-29.70079703195165,24,58,-6.2
PHX 2024-25,1610612756,2024-25,-1.5020405410526223,36,46,-3.0
POR 2024-25,1610612757,2024-25,-20.656814880349543,36,46,-3.0
SAC 2024-25,1610612758,2024-25,16.965099335789446,40,42,0.5
SAS 2024-25,1610612759,2024-25,-3.7106417766549242,34,48,-2.8
TOR 2024-25,1610612761,2024-25,-15.412347116911604,30,52,-4.3
UTA 2024-25,1610612762,2024-25,-20.468358693202873,17,65,-9.3
WAS 2024-25,1610612764,2024-25,-48.09473819980062,18,64,-12.4
ATL 2025-26,1610612737,2025-26,7.361596554994975,46,36,2.4
BOS 2025-26,1610612738,2025-26,28.63430754449297,56,26,7.7
BKN 2025-26,1610612751,2025-26,-62.71467479092171,20,62,-10.0
CHA 2025-26,1610612766,2025-26,-36.08998393341514,44,38,4.8
CHI 2025-26,1610612741,2025-26,17.394315255949266,31,51,-5.2
CLE 2025-26,1610612739,2025-26,27.988371993575356,52,30,4.1
DAL 2025-26,1610612742,2025-26,-28.16745469563756,26,56,-5.5
DEN 2025-26,1610612743,2025-26,16.49921349024075,54,28,5.1
DET 2025-26,1610612765,2025-26,5.914573269345794,60,22,8.2
GSW 2025-26,1610612744,2025-26,9.95659050116592,37,45,-0.6
HOU 2025-26,1610612745,2025-26,15.353056113953286,52,30,5.2
IND 2025-26,1610612754,2025-26,-8.747322332524277,19,63,-8.0
LAC 2025-26,1610612746,2025-26,0.5088636225924859,42,40,1.1
LAL 2025-26,1610612747,2025-26,16.774174346936135,53,29,1.8
MEM 2025-26,1610612763,2025-26,-10.60112252452555,25,57,-6.0
MIA 2025-26,1610612748,2025-26,6.956072832046971,43,39,2.3
MIL 2025-26,1610612749,2025-26,4.487302186620525,32,50,-6.2
MIN 2025-26,1610612750,2025-26,28.293469209293818,49,33,3.4
NOP 2025-26,1610612740,2025-26,-26.85733581226819,26,56,-4.5
NYK 2025-26,1610612752,2025-26,18.971166844904474,53,29,6.3
OKC 2025-26,1610612760,2025-26,51.90260900527531,64,18,11.1
ORL 2025-26,1610612753,2025-26,8.13399551239391,45,37,0.6
PHI 2025-26,1610612755,2025-26,-28.142963889670227,45,37,-0.2
PHX 2025-26,1610612756,2025-26,2.5140790328051423,45,37,1.5
POR 2025-26,1610612757,2025-26,-6.495457573870951,42,40,-0.3
SAC 2025-26,1610612758,2025-26,-7.642289595668132,22,60,-10.0
SAS 2025-26,1610612759,2025-26,1.794822759435391,62,20,8.3
TOR 2025-26,1610612761,2025-26,0.5682570409089465,46,36,2.8
UTA 2025-26,1610612762,2025-26,-30.541006670888493,22,60,-8.4
WAS 2025-26,1610612764,2025-26,-24.007225297542163,17,65,-12.0
